	EA05_S_Wi2017RNA	EA10_S_Wi2017RNA	EB05_S_Wi2013RNA	EB05_S_Wi2017RNA	EB05_S_Wi2018RNA	EB07_S_Wi2017RNA	EB10_S_Wi2017RNA	EBI05_S_Wi2018RNA	EBI10_S_Wi2017RNA	EBI20_S_Wi2018RNA	ED05_S_Su2017RNA	ED05_S_Wi2013RNA	ED05_S_Wi2016RNA	ED05_S_Wi2017RNA	ED05_S_Wi2018RNA	ED10_S_Wi2017RNA	EL05_S_Wi2017RNA	EL05_S_Wi2018RNA	EL10_S_Wi2017RNA	EM05_S_Wi2017RNA	EM10_S_Wi2015RNA	EN10_S_Wi2017RNA	EN15_S_Wi2017RNA	EN15_S_Wi2018RNA	EN17_S_Wi2013RNA	EN17_S_Wi2017RNA	EN20_S_Wi2013RNA	EN20_S_Wi2016RNA	EN20_S_Wi2017RNA	EN20_S_Wi2018RNA	EN30_S_Su2017RNA	EO05_S_Wi2013RNA	EO05_S_Wi2017RNA	EO10_S_Wi2017RNA	EOI10_S_Su2017RNA	EOI10_S_Wi2017RNA	EOI10_S_Wi2018RNA	EOI15_S_Su2017RNA	EOI15_S_Wi2017RNA	EOI20_S_Su2017RNA	EOI20_S_Su2018RNA	EOI20_S_Wi2013RNA	EOK05_S_Su2017RNA	EOK05_S_Wi2017RNA	EOK05_S_Wi2018RNA	EOK10_S_Wi2013RNA	EOK10_S_Wi2017RNA	EOK10_S_Wi2018RNA	EU05_S_Wi2013RNA	EU05_S_Wi2017RNA	EU05_S_Wi2018RNA	EU08_S_Wi2013RNA	EU08_S_Wi2017RNA	EU08_S_Wi2018RNA	EUR05_S_Wi2015RNA	EUR05_S_Wi2016RNA	EUR05_S_Wi2017RNA	EUR05_S_Wi2018RNA	EUR05_S_Wi2019RNA	LOK10_S_Wi2013RNA
EM10_S_Wi2015	0.872697839720113	0.902313064162909	0.900513495631854	0.876963376763835	0.871229809148733	0.828952965321096	0.883533396911732	0.863869049968753	0.89158200221206	0.694078895857519	0.948466675243484	0.897658952171749	0.865786144869958	0.897363945296828	0.894295751611374	0.77686086981565	0.870899470550716	0.883199323562215	0.805851249492329	0.851663923905273	0.60764196224258	0.884840228960257	0.884131417787972	0.926761527838202	0.887708254663702	0.889671775280623	0.88558166072758	0.953683938768596	0.910110021339488	0.951119283804193	0.770861030458869	0.842712597362028	0.860898780584923	0.755496117194176	0.959904631051215	0.937221414117276	0.919665545305079	0.956495010241285	0.933032366817551	0.909410389979142	0.862894124246899	0.899813271749216	0.94518778752318	0.88546472153302	0.88966833444652	0.870632758609794	0.895932427084654	0.872881468654824	0.899830779226841	0.883829285453757	0.90259529995249	0.872664555873799	0.881508966685058	0.886531321541724	0.876803091259199	0.865795819593055	0.90683418061714	0.906671511433959	0.850679446667752	0.773533020620985
EN10_S_Wi2017	0.658120673333113	0.678822138856059	0.7172606594271	0.719249382430694	0.731764562244228	0.801994846461855	0.648074522683518	0.687118575503987	0.742695687111539	0.874609693751904	0.889265138197046	0.720106219310217	0.559177628333089	0.684566159489176	0.716269187265474	0.685391290130758	0.759138434185259	0.75651885472631	0.78168831168831	0.71822036504879	0.918025116066908	0.366668791668343	0.538084602688789	0.781029853331349	0.611375524362769	0.907253418819677	0.484155361650911	0.837179136921378	0.637349774160234	0.851302618988065	0.910745469837144	0.797648019282354	0.583378635768423	0.854364201621587	0.874743805225465	0.78360704815433	0.779461388056276	0.908872244051204	0.81092180501736	0.913939966270882	0.656774450655894	0.8361763107279	0.839523646005916	0.709863525219626	0.696480641660712	0.608629800744825	0.677472659966028	0.631918722297029	0.720844912827166	0.61794634334389	0.717082369960629	0.600294111766645	0.648206398536212	0.650852232164718	0.668056112804614	0.630841130111602	0.590017008165173	0.774841387811023	0.6436601916059	0.950402642391655
EN15_S_Wi2017	0.735108478020213	0.528853434841693	0.796312194118272	0.582330414579688	0.688930905555629	0.67970985032079	0.559851071599601	0.658299273501909	0.691771904130216	0.841378208912702	0.82015955533942	0.808696057400345	0.604298179443603	0.770399912542011	0.78159834635592	0.721098368554634	0.665010311805959	0.664306070856136	0.749812993934466	0.668068395371158	0.921829336463357	0.636394444476623	0.410065184879235	0.622784068349253	0.653191458741437	0.836018716940178	0.487431991285388	0.665593451639458	0.540033754272984	0.721363740063923	0.827133506099221	0.751080051790085	0.527293664859128	0.86311339462414	0.750086573584927	0.599647382952796	0.594794542885836	0.787121557314592	0.698008548346645	0.830395026773541	0.745213759445055	0.680344940182219	0.760185112027068	0.694246215190914	0.740121437806731	0.591704126806712	0.57653377574556	0.586148062480132	0.813445568127891	0.689298885669802	0.78494939019897	0.645355400399514	0.657116934846204	0.659212698767972	0.762658989426942	0.683177626595175	0.581039905925247	0.748863134328979	0.699050138142538	0.932958328599997
EN15_S_Wi2018	0.929779606982989	0.695381097366651	0.963145462317159	0.691264962084523	0.754209212103418	0.70274758722991	0.77611382581487	0.718783329850869	0.717367770075504	0.873946160003238	0.824020667997033	0.96821294525365	0.850642483148828	0.956545322683796	0.955693697308852	0.837570800170994	0.748980558104631	0.740001847644973	0.759014281564329	0.815885428380799	0.963560013946151	0.896786024537001	0.73355410199579	0.526247760237401	0.789728380714927	0.763395442578894	0.778444158248523	0.595369628918776	0.748564396568275	0.585702414994851	0.790284745249932	0.783983955366318	0.689370489392158	0.922669084728355	0.716161220941268	0.635005506279967	0.605383609146513	0.652583207213664	0.73550549690094	0.738396890674959	0.907632387865093	0.643990430325228	0.792452607480105	0.828000396439389	0.907015880666323	0.763643244525436	0.713973881551954	0.757860054344721	0.972021012229044	0.88917809322239	0.958703767987341	0.848130025046211	0.855181482325464	0.864750825581504	0.939383691214782	0.892803892057213	0.796908100251089	0.831379942261797	0.872879698703833	0.910215728319746
EN17_S_Wi2013	0.765023018937029	0.639066048544079	0.827507259141027	0.738476482287965	0.770101199675214	0.7691581843987	0.731091100924566	0.735136223881279	0.725073184285434	0.846385764594421	0.874854163002906	0.86089649614556	0.70796623679418	0.856170686671062	0.848369429207172	0.739108878968789	0.759457246528728	0.770158431229372	0.713421542456919	0.76513290826421	0.928081100870753	0.668761366746077	0.696087463760269	0.677451490057835	0.318215187074234	0.85579799802873	0.649482548869304	0.743909592161661	0.725310781731843	0.789289040713294	0.887374720368069	0.765376891718995	0.648821297046532	0.869551735890227	0.792076478859974	0.70842200830137	0.747956898965846	0.85923937944627	0.808507155569096	0.849909597127506	0.758959001072276	0.77873021017435	0.84869112741361	0.777433918831695	0.80915240983833	0.695082959071793	0.681470897970504	0.693624013107115	0.870274699500512	0.779366547003271	0.853661431117789	0.748572378335309	0.77885507958243	0.777186033100496	0.776114113804822	0.763605682350432	0.673255708031907	0.786360850848733	0.763976654591903	0.929610187374631
EN17_S_Wi2017	0.518663056757902	0.745986297504367	0.636326722825342	0.716475095785436	0.652504491469099	0.78838111256176	0.697053856012545	0.62967764145434	0.666841057883098	0.82538559886284	0.846651857030696	0.672401653428343	0.546173198362004	0.681784371824786	0.651562088148055	0.583044901707212	0.736374196786576	0.686788686761696	0.669019555847635	0.665703116057546	0.892438399851149	0.642858036036818	0.685814715213162	0.817403374713016	0.696086201441355	0.895207452996985	0.652701531986391	0.893019393355245	0.736880869406029	0.902145635270966	0.928551166354926	0.641902646305276	0.580992836335049	0.801764644432292	0.875285562853511	0.821218537141426	0.816502785124817	0.932043776205747	0.828353299555975	0.905873739579085	0.358295705070771	0.849467474355102	0.792916847951455	0.676757819698887	0.616220151614767	0.590261578785095	0.709134814666346	0.636874172275203	0.724966317581103	0.575476094775465	0.651987489846722	0.635779722377549	0.676722102415669	0.66336273226573	0.471447496904268	0.523069462661831	0.687482569545829	0.618192498926317	0.497823916608169	0.956782398722579
EN20_S_Wi2013	0.754775278231205	0.580980562795224	0.788771061798009	0.680442745299539	0.721772903066546	0.750925364279366	0.621815107574909	0.690666372110354	0.707282549703128	0.862830617296318	0.873692955763691	0.804525230170555	0.636480741384118	0.779566222886039	0.778134507907212	0.758422037230496	0.73988944204175	0.716378303469387	0.787221084433596	0.740444126793599	0.925839156885338	0.617587078208938	0.489515940373413	0.657223720143487	0.62484047532906	0.860388484669596	0.388961827843	0.684164500276392	0.47381728032659	0.745689451012425	0.873542124335791	0.797144338491589	0.590489577058305	0.870107646120716	0.736979373898221	0.616525383554446	0.640149684153422	0.81334214650958	0.710490008845283	0.858252127744246	0.749251815223083	0.742134951487255	0.787437999662557	0.725366010060638	0.744614224160121	0.59805023049303	0.619842345446035	0.619554653675382	0.810523946691309	0.692589437191606	0.785500769931223	0.683924659570517	0.710752111492435	0.684849765645349	0.746031095300581	0.715124254528302	0.502853916686904	0.75755413039185	0.730507999686355	0.94104066585874
EN20_S_Wi2016	0.941394674586769	0.676944324950518	0.970235012563595	0.724151260705437	0.802896271653529	0.694255747307067	0.783509808543791	0.772677873127928	0.752241206133181	0.87032749919575	0.851448546716516	0.976628846313937	0.853673448063462	0.967698895952575	0.964081986491654	0.853125465494481	0.771824721154024	0.773620989774615	0.769909457556385	0.839296638541186	0.967070130863652	0.891987532642987	0.724652160906928	0.580678483785815	0.779711212652326	0.700672597669104	0.750810309963828	0.428466238790046	0.708437105214971	0.456200925269795	0.727057063067701	0.808374973589939	0.723588584823739	0.927294895645567	0.67422711378865	0.564523805181072	0.524118914410924	0.609980121767608	0.672188026333149	0.670612950673129	0.918131433012369	0.555772207247299	0.81395357892949	0.864850567597898	0.926281215602113	0.792050803630827	0.731133526786043	0.792057218105073	0.978129123517689	0.903111573280391	0.969442158825325	0.866247112114654	0.863904596726465	0.883256693361557	0.947894262990004	0.896974086974474	0.778799355917124	0.835768752952706	0.877716848016917	0.886780901636743
EN20_S_Wi2017	0.803875707822834	0.618925172473108	0.848677445661451	0.693807416539587	0.740321208891552	0.742701313393862	0.651729875088318	0.721102836152449	0.726349992457405	0.885710124061555	0.858837441381171	0.874374447286737	0.68593550712066	0.849523197495153	0.835013593704392	0.80320217187563	0.740814640482115	0.702398899097489	0.792219034540734	0.764197489536794	0.952298801272166	0.716581381826613	0.536141605620379	0.667154310261418	0.7159399033694	0.840269867658897	0.502177493624965	0.657561547346001	0.414992558646272	0.700600997200703	0.859628124149504	0.800515496084267	0.634665719909543	0.902271600790214	0.713487755150887	0.603738907674444	0.609636178311475	0.791331391936398	0.691580148847902	0.836455423012213	0.79803468094115	0.72147214384603	0.768442604122138	0.767066905671052	0.801478889154705	0.654729336178071	0.636960210966898	0.678068659551442	0.88823909530534	0.750852283636372	0.842068514554823	0.770356984870978	0.785341269410042	0.755679443028119	0.813816556460117	0.761436362811678	0.511369823551739	0.759061603685768	0.773549001325833	0.939346746514587
EN20_S_Wi2018	0.849616737472124	0.590316883250869	0.894110143331451	0.661492822869473	0.740914294836544	0.674806321297704	0.680090171959681	0.716946576622422	0.704704216813118	0.857911135301945	0.838834774935352	0.912877913155531	0.738929524738455	0.894686878508204	0.882767988746897	0.807758440291713	0.722687125775672	0.701551840491179	0.755480879113724	0.771428129167209	0.953830986461742	0.788144491549868	0.602059865584598	0.568584591248548	0.71374573389318	0.742122997891904	0.598584219061849	0.501313979612556	0.553182928884461	0.548810424516185	0.765747402950972	0.781405618442494	0.631711406163131	0.901356819167632	0.644753204247029	0.520010384233429	0.504954735777306	0.667304288965641	0.63408567469726	0.722030038199277	0.836015515242338	0.583394464646878	0.763992614130491	0.786693551178361	0.837866848493483	0.68199469647206	0.645733588267089	0.689958458682355	0.918778794661794	0.799083666279291	0.888375500087825	0.793054943954472	0.795923515511318	0.785383274509924	0.862013661411405	0.802995781069593	0.626059342028048	0.762408781830213	0.798366604987482	0.901976868909108
EN30_S_Su2017	0.966522653001915	0.853997725350743	0.986957984200817	0.803871138818169	0.880626159830602	0.697279794555215	0.858539793627314	0.866871696608447	0.888386814013317	0.728233694726988	0.901315468701448	0.990965590300511	0.930207833167296	0.986305850251515	0.981108240853389	0.820587643386716	0.833714972889372	0.8505239511817	0.778284614880079	0.87055694491146	0.863466332027238	0.94374535835327	0.858219395248632	0.833321676854268	0.901079815749071	0.683552991368863	0.900180549874829	0.773775320931038	0.88782166037201	0.748658597309282	0.380568446240658	0.834510607429462	0.861484963328213	0.847249626298436	0.897481048818286	0.836855159940964	0.789339358495497	0.796678109396563	0.859846108324278	0.702574388949396	0.951466116369601	0.687724655383005	0.912834402684912	0.928152866864434	0.964351996101856	0.897795933176585	0.858309433654099	0.892860307631808	0.993773385768005	0.954003930456805	0.984076415191303	0.9271487934792	0.921039401874295	0.933417343878914	0.973474604508675	0.946253904156995	0.915456986680204	0.925408411192988	0.929670587049596	0.663491332067181
EO05_S_Wi2013	0.871758496273894	0.666237294031957	0.93028477289091	0.694268282699875	0.702116191878428	0.72834040593688	0.763345615496072	0.674471029695244	0.336357983312308	0.875125219092632	0.789260397172832	0.938352747424723	0.788950439058377	0.929995308758069	0.927797157015792	0.812068365175127	0.724511928750221	0.697451937777003	0.735788632072971	0.782787825150256	0.95234575867706	0.849365478244543	0.719141791884636	0.576208347511913	0.748379449471128	0.799110094562094	0.753542209664617	0.676419069047461	0.729855309836705	0.69266362332058	0.868057165078249	0.754521929336614	0.591544184449807	0.910633076212553	0.74853929746373	0.65745004034002	0.687688103673206	0.775658128311972	0.761942552767537	0.78655568809149	0.816726481061233	0.729614801436981	0.753147260861763	0.769049602434792	0.807242981653204	0.68341320879867	0.656237237121214	0.708166265581111	0.945661838090885	0.828728368313688	0.929734033098175	0.787212931481693	0.810769404700296	0.828072638782745	0.861502185422095	0.82679626717461	0.750771351201419	0.715841564950855	0.807564024974625	0.93887876396003
EO05_S_Wi2017	0.731508725474705	0.547034907296752	0.795584703047346	0.515817133877883	0.592191024710085	0.59221604523498	0.565626552694391	0.544176226057118	0.539698498009914	0.789776791349567	0.754242965647757	0.80137163912216	0.60087639424415	0.772786707881314	0.777703661922222	0.647416487519514	0.57980249507874	0.562738359776723	0.622311116867912	0.627342065943627	0.9090644274823	0.695630841915232	0.545759547290376	0.565932226734047	0.634449716049823	0.767190574127129	0.575025211058212	0.671483430828417	0.61725842598189	0.681364133620966	0.823210854991848	0.648106971511915	0.348476289281521	0.82491508893367	0.770933397180009	0.62673429258544	0.601990186913537	0.773263101495699	0.715630935822082	0.770356693500251	0.687226207515209	0.652933628328599	0.703835624807397	0.647488099596565	0.694911838214607	0.526964101727502	0.504106386854852	0.515307979463867	0.810422322119775	0.655077675384735	0.782807659614247	0.60938484613162	0.630276129592953	0.646674953738387	0.722196792928552	0.655286896515319	0.626042133453477	0.666337210269721	0.642846840529298	0.915314253381446
EO10_S_Wi2017A	0.832017118495309	0.811648918262162	0.879396459359762	0.760141487376384	0.786619164201716	0.679731738629017	0.793896649221858	0.764994546907646	0.808826660968827	0.534008302577445	0.866780464797061	0.882799698839475	0.778589747085489	0.869303847408937	0.872102799961138	0.616482091281332	0.752622481907424	0.776446441336475	0.653500678016764	0.754513274455899	0.753305687131862	0.825928553039142	0.812726031315855	0.841416421244277	0.810706157180887	0.802346834181779	0.822324535202446	0.892146649072875	0.852483427452532	0.883234291692067	0.767629727703427	0.684896139370438	0.738394336711101	0.546608644395406	0.912900060419795	0.858102268138552	0.831136329942897	0.897728159472168	0.875144095027361	0.828181153867386	0.798047130426407	0.802005891360891	0.870348090303857	0.825070065968566	0.850948338770187	0.790270637792959	0.798565823262485	0.785297938747875	0.885255130007854	0.827751018367333	0.88070055985796	0.798093710840588	0.808591659179953	0.814774618751161	0.835710986419607	0.797680001978588	0.844634944615692	0.814864284337062	0.76322995846951	0.825947955719269
EOI10_S_Su2017	0.908411828354211	0.7286134218714	0.932948661170115	0.809726395264089	0.834156085358521	0.81178173610236	0.824653023601267	0.809184504680711	0.815927242372255	0.906788947955124	0.907857615976645	0.943809856353532	0.853847178032631	0.92509280615198	0.923340331884167	0.8748460210476	0.843010832455367	0.806910119686773	0.832827469958133	0.875995688642013	0.975269470703183	0.890308640118402	0.791776041020862	0.724128605398349	0.844306673638779	0.795454143324741	0.776671943754851	0.66629496863525	0.734255149439311	0.713766651620893	0.858715587732247	0.848604939469199	0.781083427570862	0.939010331311479	0.41632781605107	0.592398070411493	0.610950692890271	0.723424812192162	0.561432977676473	0.766532043168573	0.900754848946022	0.704904777445282	0.837472327165713	0.867386369440883	0.891887984615701	0.813477978554037	0.790060780116266	0.814619955227698	0.950903358261119	0.876809270294757	0.926356795101953	0.875905676851169	0.883954412897052	0.862774175503406	0.911885814646694	0.88073955978344	0.781705978080321	0.828209561811867	0.868634954474676	0.926663414844567
EOI10_S_Wi2017	0.879562546778753	0.601480331483874	0.911580769437417	0.737548805879539	0.792609672197548	0.733159925474824	0.757113200253445	0.776808810443286	0.731743387143946	0.865082341196128	0.859836670821984	0.929591059996144	0.793368517573877	0.920006970698533	0.915740423256505	0.832122567603743	0.763676099731259	0.761365714523561	0.766595550814501	0.812475132458877	0.962832889877734	0.830254570033271	0.68575076970988	0.623319685636862	0.743575999807135	0.748764096900218	0.697283559217729	0.588179694698677	0.66244156463838	0.642774672260613	0.826710620816457	0.799556155518006	0.676017678641112	0.905039757287089	0.629089688589334	0.448751709091714	0.483457382817149	0.650231494295398	0.634232057585307	0.721626688639838	0.866439512446896	0.600127776137013	0.827173144876325	0.828470089099354	0.876313215571882	0.744742406810721	0.7000755927224	0.73766530510492	0.933937795943738	0.848691825352044	0.918592570524403	0.821768745011323	0.821264184794284	0.823894798001167	0.883710711794233	0.839324133362432	0.71538552129092	0.812775143039896	0.834660097439592	0.918474676089518
EOI10_S_Wi2018	0.89665122293848	0.673475202365498	0.927076090812135	0.749912150866003	0.805375826870119	0.747009901227482	0.777758943684427	0.791182962542234	0.779442720408353	0.864054230698855	0.872249361269211	0.939008549053809	0.824431475571022	0.929106109167417	0.925860429386583	0.846632683104206	0.790327641776204	0.788290043408632	0.804489351786527	0.829618195364095	0.961075060750808	0.863480268844138	0.731480717267966	0.644771211815549	0.791045814653835	0.754237606517077	0.757392995285881	0.610370235156064	0.734487827979398	0.642083759019246	0.809655784185305	0.816785376972098	0.7254005070927	0.910848552254289	0.668128210986167	0.542329749395812	0.498606635465426	0.603490331394159	0.663425956903682	0.725225395639818	0.883917037761263	0.585152347071194	0.843518947792379	0.842985521015152	0.892033718861188	0.780919503910048	0.75340816903099	0.773340400254795	0.941831729662668	0.867242927891062	0.927519976622187	0.8355376940049	0.838404771931273	0.838206530705087	0.901956300590627	0.858776740643736	0.784923786035709	0.847885955881835	0.851520056186153	0.913279628566407
EOI15_S_Su2017	0.967190370043116	0.77654248131929	0.982672358396483	0.82105204699387	0.849595357143395	0.798084346258893	0.870003701461549	0.810512346349484	0.816445025139762	0.887690853990807	0.892991592582657	0.987179994150557	0.912546571179666	0.98102118067946	0.979337267830335	0.901652626206815	0.847692891732619	0.843886139068855	0.83284815813118	0.908790019264601	0.979688747796811	0.929062892143901	0.832540343381673	0.699631291957129	0.845451194408316	0.711118974096943	0.851433086022215	0.675441243513308	0.835809418292844	0.648433897314327	0.820087984572567	0.863534978135814	0.805981509739862	0.948766325645693	0.775867985610573	0.668038414620796	0.606845799340478	0.434024920721942	0.74061729305957	0.673361315806051	0.94989775583755	0.628798037752153	0.884954235044243	0.911372092249924	0.953897576890768	0.863136478202293	0.828878451011981	0.866115326773372	0.989468918781854	0.937410351300443	0.981647106064429	0.906986805667839	0.900137946973311	0.915906949754308	0.965863524229838	0.937313590549156	0.865054381843924	0.901199811640533	0.92179428359677	0.906300248127404
EOI15_S_Wi2017	0.84682008838761	0.688572404438955	0.877991834941733	0.720977143037461	0.763744563462417	0.735890461874711	0.718488195501388	0.746696785104106	0.783724929389263	0.843987489142072	0.872423189953901	0.899591681030876	0.764704679742714	0.863694687808251	0.863038708693078	0.818109360204423	0.78152574719851	0.736904178111943	0.790657503581908	0.80802993212845	0.950584198701039	0.826925475342616	0.707287167650029	0.705220918869833	0.814362553602388	0.754597178695599	0.743356189567499	0.718115687609723	0.700854053115349	0.699866116833869	0.797320734728993	0.782432133897623	0.704428600002636	0.892691512890813	0.611907062924803	0.635277017765673	0.597177462042914	0.682360185308736	0.542976642631981	0.722716692532839	0.834508095750446	0.623352969709785	0.789444306246759	0.782318705585999	0.825024599475066	0.740010430657634	0.717665820284225	0.731578197448223	0.90427446500918	0.810728374114194	0.867215634649081	0.806386536989542	0.821183324769885	0.784175964473503	0.844370342446859	0.803689724427805	0.740664436602717	0.78836813878875	0.787950292690312	0.899054762230212
EOI20_S_Su2017	0.962916296742053	0.75148557478088	0.985187227035026	0.758780591369738	0.824063740041122	0.69312565425918	0.834170796868313	0.777811679292556	0.798894123396744	0.794031970473753	0.869091705380764	0.988562657074422	0.907487930668663	0.983347644200903	0.979192269408885	0.84128800867381	0.787419130527873	0.795262099792738	0.71755731570759	0.877867503927575	0.945146209004136	0.935839679387131	0.819367786471972	0.680173418834857	0.832779279705684	0.461405028495853	0.856868715409344	0.604161256533868	0.822376553724687	0.550510457953177	0.673802250018852	0.780147370929468	0.773058347895741	0.897556094970993	0.739803216081758	0.647558421613329	0.567859957204739	0.575285210532949	0.695594328458596	0.402658358643356	0.933008647203766	0.425694417343031	0.865662238378275	0.905910954671082	0.951340363438482	0.854883293034737	0.80132236319377	0.849317424904964	0.991954449810277	0.93543494222838	0.980212540925113	0.902170000570355	0.891544143201627	0.911377549763175	0.963611330169754	0.921390467890364	0.871136504724367	0.87318562099969	0.896376885191874	0.786317502139527
EOI20_S_Su2018	0.960921880557839	0.771125960275492	0.985561561193205	0.754159761875424	0.817697576421754	0.660490502148063	0.830936347435738	0.777954179795157	0.809663046813351	0.76171660243422	0.868936553324664	0.98846112345096	0.907295002116392	0.983931623054203	0.978119982408247	0.818692696394136	0.776717075564209	0.779557038431965	0.690346021877004	0.866136783275826	0.929803531335785	0.936712329758503	0.825006483511103	0.710998489759163	0.851447240460894	0.396767655520696	0.864485819292448	0.643375878059809	0.82553011875916	0.580892916013573	0.612843899028598	0.76590034760711	0.771976529398118	0.875469685794568	0.778212156014761	0.696741183066992	0.615298477919161	0.62392347739285	0.738834136748288	0.407572025022267	0.929398889933377	0.43989373496877	0.859995597106718	0.907097640922856	0.95125676160981	0.857751766216494	0.801272914749018	0.848693531695362	0.991926396163185	0.931624715201905	0.980280348259126	0.900447523467521	0.892520542274234	0.912239828103183	0.961209613502194	0.912181264463079	0.871794571798198	0.856872423997648	0.874624574227156	0.756114394482461
EOI20_S_Wi2013	0.921633264039034	0.684913204960912	0.950481254174604	0.707547307970203	0.79020762907616	0.673072728366007	0.764238253601573	0.767806455850625	0.775006196151247	0.796223058748739	0.858408635715237	0.958089672769036	0.846257952480346	0.949421352112153	0.946824816608388	0.81908832876497	0.74815509156106	0.761096165077267	0.743232169820169	0.817462103167663	0.941431258462695	0.890332282636863	0.738944227108248	0.641188262345906	0.79452689140399	0.609422122983134	0.786462100526616	0.574984198673365	0.765832106773019	0.563748980098878	0.692367654495569	0.773606727411424	0.719396407203255	0.882073762699607	0.704938507287767	0.585294273298998	0.51304412250674	0.571752948618843	0.653192563838425	0.574697210615834	0.899548859731696	0.4126749090352	0.83573920345354	0.859156070340525	0.91575878409688	0.796157219958623	0.745454306001772	0.783736959172785	0.960545925480509	0.888586829845515	0.950854911222825	0.836070750655417	0.837097103076798	0.854256458850936	0.927530027282215	0.870421361082584	0.817197659661067	0.847511136287071	0.851101522005939	0.831243627017542
EOK05_S_Su2017	0.854427852954365	0.723303661405663	0.917563368120668	0.634096741766973	0.692313129928635	0.703601792852362	0.701487133237096	0.661239991350171	0.698966771041341	0.881923768048546	0.770567720334116	0.94024350637879	0.749203166043465	0.91394529505694	0.909394483999103	0.819291774204013	0.696334553764156	0.660767545190577	0.751887337993812	0.748696010642774	0.967318132004261	0.862540096197819	0.718610353293455	0.705146730910395	0.820439252280996	0.835711275022537	0.760024156163108	0.761999823661838	0.708525407506621	0.760371781014779	0.859259259259259	0.735199313943082	0.652583962242212	0.917643827292151	0.748559519385383	0.753522419569508	0.739462599840329	0.836662095546221	0.737294988336938	0.840404389583515	0.82567219104991	0.765903138249712	0.406298831046945	0.591700886935574	0.731174501057473	0.536888451517086	0.503984498877775	0.59342578992239	0.951082846221284	0.796783204756197	0.90656725581346	0.792513093287743	0.814489745012978	0.808275411357483	0.877732502294242	0.793939201500667	0.720388678635838	0.729826307726765	0.774746593717564	0.936844528909749
EOK05_S_Wi2017	0.687054247516898	0.691949893768522	0.751572646921443	0.61358112753923	0.628967383933933	0.726877838536717	0.598879610582059	0.592815616703076	0.680874695159751	0.850287251227973	0.813781371879129	0.729417876463701	0.575551550696609	0.696930870075292	0.707703400743495	0.696730069138313	0.685766006945113	0.649323919807384	0.737553148362436	0.654098278564287	0.91746060378828	0.692204871940488	0.628213684291529	0.723578170758349	0.737154219452974	0.874391934012801	0.647966555456018	0.819893159317238	0.691399346142691	0.823121349438484	0.889082433780507	0.710534752679384	0.533390914032459	0.863760075284682	0.775119416086398	0.758184562645334	0.744427736608349	0.872397272833616	0.706322578290057	0.878576120177401	0.677196657945694	0.789130806262374	0.573948461182196	0.325025627901535	0.523331269457061	0.40553383959741	0.499497946658181	0.437595063320947	0.745009956876649	0.597481092611957	0.723123101138322	0.57374441763144	0.608002714923587	0.585618193597971	0.690590563218783	0.62320352695056	0.67829793521861	0.72137441331191	0.635207787725654	0.939555951959723
EOK05_S_Wi2018	0.657547748469964	0.766146489513075	0.667085892481928	0.713348708168047	0.662507422702603	0.814307913723989	0.642677550086121	0.639365902961384	0.698441660806446	0.885565373017762	0.873062675279563	0.639288752171243	0.58506046393553	0.578125791611951	0.601970308635684	0.706052482824818	0.790297842448307	0.732440992594304	0.808744488876778	0.736768290167501	0.922252990086614	0.67721414046563	0.665128891733433	0.798694527049492	0.776210791183541	0.91523898696842	0.650554668574856	0.868295385666933	0.719646273530771	0.881115942759791	0.931367925578521	0.790524603142844	0.58017212315875	0.874897898356529	0.818506136401566	0.816283135259665	0.806749198626906	0.914760886587652	0.76269406934439	0.91904901899705	0.639379575938175	0.855911530637427	0.719118796766312	0.52068003372059	0.334471739239821	0.503702903571649	0.656634558731935	0.46064326918763	0.62423464167442	0.527189672923899	0.648557507116862	0.582453647442602	0.594909209957122	0.55761962914476	0.586261315268696	0.613239137636965	0.682325680975804	0.728695298142802	0.635351000810782	0.958420241314566
EOK10_S_Wi2013	0.683993044678638	0.63056027186818	0.730273287813443	0.556748502871151	0.591709716975622	0.670596432131978	0.539045703633845	0.53924754003818	0.607641653248989	0.826864708254371	0.798028134172313	0.765892237275418	0.554261016819014	0.746651710382241	0.729218822524122	0.696111592767196	0.647159958959705	0.60283267612905	0.69718668550133	0.653911790905338	0.916635161413816	0.669812024308458	0.551264905316139	0.650881470156902	0.661638136950855	0.831752066648306	0.54771426235875	0.746306070890895	0.589671175290936	0.758062650383078	0.859013664781788	0.697199718659834	0.473697276568251	0.84876422459284	0.756383514929516	0.687270490167975	0.670060816633328	0.831338618587015	0.698804813439218	0.836684282915927	0.640848816519006	0.729630344416344	0.597867696545137	0.519557953353633	0.604182649036251	0.334888269726149	0.431832004585436	0.415081356380597	0.794089806380102	0.600331514592062	0.726505239779715	0.603512452276609	0.648024312560232	0.619762129317985	0.661724025405859	0.611552170865485	0.556393076427777	0.672538174059371	0.623472182193036	0.925137725421128
