	byOTUs	byTaxa
EA05_S_Wi2013	1.4	2.44417234760739
EA05_S_Wi2015	1.54545454545455	1.63320795923319
EA05_S_Wi2016	1.22380952380952	3.16441113698098
EA05_S_Wi2017	1	2.22894980337728
EA05_S_Wi2018	1.5	1.60084664536741
EA05_S_Wi2019	1.75	2.77607506263742
EA10_S_Wi2013	3.28661417322835	3.28896043133411
EA10_S_Wi2015	0.791666666666667	2.21428571428571
EA10_S_Wi2016	3.18292682926829	3.03545625327215
EA10_S_Wi2017	3.29583333333333	3.15786886292537
EA10_S_Wi2018	3.40625	2.92621565697206
EA10_S_Wi2019	3.17547169811321	3.32607386739114
EB05_S_Wi2013	2.01219512195122	3.03912622924392
EB05_S_Wi2015	1.62666666666667	2.34272969374168
EB05_S_Wi2016	2.7948717948718	2.87075051913379
EB05_S_Wi2017	1.83225806451613	2.17092706631478
EB05_S_Wi2018	1.91153846153846	2.70538942976356
EB05_S_Wi2019	2.18378378378378	2.53962888591403
EB07_S_Wi2013	0.102077151335312	1.62280621803636
EB07_S_Wi2015	0.0637867647058823	0.965896732352207
EB07_S_Wi2016	2.69120879120879	3.45598076816186
EB07_S_Wi2017	0.443307086614173	1.84361098781871
EB07_S_Wi2018	0.209731543624161	1.3476292027769
EB07_S_Wi2019	0.930769230769231	1.8979437776374
EB10_S_Wi2013	0.143107898812597	0.851876142777645
EB10_S_Wi2015	0.122861981371719	0.934043520254532
EB10_S_Wi2016	0.236742934051144	1.96823059558951
EB10_S_Wi2017	3.44590163934426	2.31414028948624
EB10_S_Wi2018	1.07575757575758	2.55456262425447
EB10_S_Wi2019	0.593386952636282	1.63418829376035
EBI05_S_Wi2013	0.699472759226713	1.29623668102471
EBI05_S_Wi2015	2.41666666666667	1.78983201690956
EBI05_S_Wi2016	1.74576271186441	2.10779971791256
EBI05_S_Wi2017	1.3375	1.88043052837573
EBI05_S_Wi2018	2.24705882352941	1.90862530088259
EBI05_S_Wi2019	1.55	1.86294374518366
EBI10_S_Wi2013	2.22864583333333	3.01319822888283
EBI10_S_Wi2016	2.7349494949495	1.9517125
EBI10_S_Wi2017	2.16814814814815	1.9797852709277
EBI10_S_Wi2018	3.58282828282828	3.01390057770487
EBI10_S_Wi2019	2.96545454545454	2.68151718765216
EBI20_S_Wi2013	0.3729216152019	1.37326110706482
EBI20_S_Wi2015	0.259312638580931	0.961419168889271
EBI20_S_Wi2017	0.249237472766884	1.10414561204496
EBI20_S_Wi2018	0.272916666666667	0.973187508598157
EBI20_S_Wi2019	0.354588235294118	1.3201754679704
ED05_S_Su2017	1.67888198757764	2.63401840366452
ED05_S_Su2018	1.78783783783784	3.22393488049878
ED05_S_Wi2013	4.03076923076923	1.89798670836591
ED05_S_Wi2015	1.40392156862745	1.8665206708685
ED05_S_Wi2016	2.432	2.31844404153618
ED05_S_Wi2017	3.67857142857143	1.94292557111275
ED05_S_Wi2018	2.24090909090909	2.06203184230478
ED05_S_Wi2019	2.84390243902439	3.32954469507101
ED10_S_Su2017	0.963855421686747	1.84107051216258
ED10_S_Su2018	0.620454545454545	1.01027828391585
ED10_S_Wi2013	1.0962962962963	1.80137490527228
ED10_S_Wi2015	1.75652173913043	1.76343969713359
ED10_S_Wi2016	0.953977272727273	1.54823866563627
ED10_S_Wi2017	0.633333333333333	1.70591676718938
ED10_S_Wi2018	0.721621621621622	1.62769117548672
ED10_S_Wi2019	0.883846153846154	1.65109662360658
EL05_S_Wi2013	2.98888888888889	3.29462953183478
EL05_S_Wi2015	1.47368421052632	2.02828721017203
EL05_S_Wi2016	3.66738544474394	3.53550637031526
EL05_S_Wi2017A	1.63404255319149	2.11161820985891
EL05_S_Wi2017B	1.75689655172414	2.12936569080637
EL05_S_Wi2018	1.20677966101695	2.52516950651495
EL05_S_Wi2019	1.39634146341463	2.50165105179424
EL10_S_Wi2013	0.219631901840491	1.35634173880316
EL10_S_Wi2015	0.776470588235294	2.30982429826441
EL10_S_Wi2016	0.18855421686747	1.29803577262332
EL10_S_Wi2017	0.983673469387755	2.00244933823933
EL10_S_Wi2018	0.325581395348837	1.65883775993411
EL10_S_Wi2019	0.686896551724138	1.47794812177578
EM05_S_Wi2013	3.81111111111111	3.670769983953
EM05_S_Wi2015	3.18888888888889	3.32249310027599
EM05_S_Wi2016	2.35806451612903	3.3085489451606
EM05_S_Wi2017	0.603305785123967	1.55695902472062
EM05_S_Wi2018	1.05714285714286	2.44072748460129
EM05_S_Wi2019	1.04722222222222	2.14017814726841
EM10_S_Wi2013	0.0619806763285024	0.388326022357437
EM10_S_Wi2015	0.0492140266021765	0.359687929694506
EM10_S_Wi2016	0.0859289971495206	0.3653748353298
EM10_S_Wi2017	0.0415772870662461	0.406277154797865
EM10_S_Wi2018	0.0632824427480916	0.413070245371601
EN10_S_Wi2013_PS	4.65030395136778	3.27686704947745
EN10_S_Wi2015	4.814453125	3.0763291075813
EN10_S_Wi2016	4.49655172413793	3.2927755296358
EN10_S_Wi2017	3.44375	3.16132523467697
EN10_S_Wi2018	4.26315789473684	3.10572437133811
EN15_S_Su2017	4.15634218289086	3.5869352927234
EN15_S_Su2018	3.95714285714286	3.11315650489995
EN15_S_Wi2013	4.20971128608924	4.21315004968533
EN15_S_Wi2015	4.33537414965987	3.60335354442698
EN15_S_Wi2016	3.85593220338983	3.62166252457435
EN15_S_Wi2017	3.60869565217391	3.1497078951761
EN15_S_Wi2018	4.04133858267717	3.3903478869951
EN15_S_Wi2019A	2.84837545126354	2.97782050867725
EN15_S_Wi2019B	2.63314121037464	2.92540799446955
EN17_S_Su2017	3.67454545454545	2.06775306003497
EN17_S_Su2018	4.16	3.50831480658071
EN17_S_Wi2013	3.72913385826772	2.92276181888445
EN17_S_Wi2015	2.99489795918367	2.91338284753363
EN17_S_Wi2016	2.94297635605007	1.9438263106818
EN17_S_Wi2017	2.7	2.31946252943621
EN17_S_Wi2018	4.13117283950617	3.84194316688567
EN17_S_Wi2019	3.16908212560387	3.20657869126864
EN20_S_Su2017	3.66046511627907	3.32636883958871
EN20_S_Su2018	4.08510638297872	3.72414849301642
EN20_S_Wi2013	3.23182844243792	3.53604593639576
EN20_S_Wi2015	3.10597826086956	3.52533476164971
EN20_S_Wi2016	3.43780313837375	3.42955882904157
EN20_S_Wi2017	3.66489361702128	3.8060651281778
EN20_S_Wi2018	3.37835820895522	3.48995850033697
EN20_S_Wi2019	2.89343629343629	3.34899918853124
EN30_S_Su2017	0.631327160493827	1.29469845371567
EN30_S_Su2018	0.362226847034339	0.92232023891569
EN30_S_Wi2013	0.355723746452223	1.08890647335103
EN30_S_Wi2016	0.289739260926655	1.06161764899226
EN30_S_Wi2017	0.30963963963964	0.874694548406899
EN30_S_Wi2018	0.280679546968688	0.836057331532343
EN30_S_Wi2019	0.72034632034632	1.26423448850229
EN_Asua_S_Wi2019	3.88805970149254	3.07552630035771
EN_Axpe_S_Wi2019	4.48437075292199	4.11724862628341
EN_LasArenas_S_Wi2019	3.58905109489051	3.17002274631869
EN_Sestao_S_Wi2019	4.13836375488918	3.18350559052899
EO05_S_Wi2013	3.81363636363636	3.60159900062461
EO05_S_Wi2015	4.09333333333333	3.37907419150286
EO05_S_Wi2016	2.19803921568627	2.631209344115
EO05_S_Wi2017	2.8695652173913	3.02973757797376
EO05_S_Wi2018	2.91111111111111	2.52977236421725
EO05_S_Wi2019	2.025	2.73376332024677
EO10_S_Wi2013	1.76666666666667	3.17584583061653
EO10_S_Wi2015	0.167128027681661	1.14681004157339
EO10_S_Wi2016	1.73111111111111	2.58400406290497
EO10_S_Wi2017A	0.371658986175115	0.985231628874017
EO10_S_Wi2017B	0.259919839679359	0.982943282818593
EO10_S_Wi2018	0.0983606557377049	1.13086469405343
EO10_S_Wi2019	0.244980694980695	1.32312496663642
EOI10_S_Su2017	3.45472027972028	3.66003955547184
EOI10_S_Su2018	3.75810055865922	3.57225801832761
EOI10_S_Wi2013	4.35177304964539	3.59243970550901
EOI10_S_Wi2015	4.2265625	3.43646712463199
EOI10_S_Wi2016	4.14139784946237	3.38773430688753
EOI10_S_Wi2017	3.9984693877551	3.56703900097267
EOI10_S_Wi2018	4.11931818181818	3.29930698830873
EOI10_S_Wi2019	4.09368863955119	3.54145269436907
EOI15_S_Su2017	4.51487025948104	4.05496790475668
EOI15_S_Su2018	3.50170340681363	3.62725223297092
EOI15_S_Wi2013	3.69551282051282	3.97263519879405
EOI15_S_Wi2015	3.28731182795699	3.43819571865444
EOI15_S_Wi2016	3.2175702811245	3.73671050049067
EOI15_S_Wi2017	3.35584045584046	2.94008978115843
EOI15_S_Wi2018	3.71979797979798	3.68474109263658
EOI15_S_Wi2019	3.53988294314381	3.91836014361929
EOI20_S_Su2017	2.02419825072886	2.73031140248185
EOI20_S_Su2018	1.78875502008032	2.27967972009151
EOI20_S_Wi2013	2.91530172413793	2.63720073146715
EOI20_S_Wi2015	1.75118243243243	2.43956163618595
EOI20_S_Wi2016	1.96396181384248	2.06521563342318
EOI20_S_Wi2017A	1.40704960835509	2.42469102632993
EOI20_S_Wi2018	2.38354430379747	2.37954421715797
EOI20_S_Wi2019	2.17984994640943	2.70775137708897
EOK05_S_Su2017	2.7961038961039	3.31843881223755
EOK05_S_Su2018	1.94181034482759	3.23593253483256
EOK05_S_Wi2013	3.296875	3.65793503870751
EOK05_S_Wi2015	3.19230769230769	3.45232406859846
EOK05_S_Wi2016	1.88630136986301	3.52125478772185
EOK05_S_Wi2017	2.4976	2.7046152285637
EOK05_S_Wi2018	3.04186046511628	2.49356797267811
EOK05_S_Wi2019	1.94267782426778	2.65296898079764
EOK10_S_Su2017	1.34848484848485	2.55915723352745
EOK10_S_Su2018	1.436	2.74426055945615
EOK10_S_Wi2013	2.45757575757576	2.8769670262878
EOK10_S_Wi2015	3.06372549019608	2.76476683937824
EOK10_S_Wi2016	2.92380952380952	3.28594384927965
EOK10_S_Wi2017	2.06060606060606	3.02927350427351
EOK10_S_Wi2018	1.98571428571429	2.85544996121024
EOK10_S_Wi2019	2.20215053763441	3.10007537839957
EOK20_S_Su2017	0.215140186915888	0.974963139120095
EOK20_S_Su2018	0.301634877384196	0.936603903955778
EOK20_S_Wi2015	0.29611801242236	0.86745698199984
EOK20_S_Wi2016	0.422794846382557	0.971678573264121
EOK20_S_Wi2017	0.316612377850163	1.07952826352176
EOK20_S_Wi2018	0.341246290801187	1.36412182463808
EOK20_S_Wi2019	0.380345572354212	0.992918494152048
ESVB1_S_Su2018	2.17272727272727	2.5454125299555
ESVB2_S_Su2018	0.345258620689655	1.09557237039257
ESVB3_S_Su2018	0.464285714285714	1.56021975425331
ESVB4_S_Su2018	1.47314285714286	2.33537631958685
ESVB5_S_Su2018	0.509677419354839	1.79546961325967
EU05_S_Wi2013	3.06875	2.11264549220754
EU05_S_Wi2016	2.44761904761905	2.45635018495684
EU05_S_Wi2017	1.91333333333333	2.68702364906262
EU05_S_Wi2018	1.675	2.37283428571429
EU05_S_Wi2019	3.628125	2.89183049366535
EU08_S_Su2017	2.27384615384615	2.36936067171923
EU08_S_Su2018	1.58813559322034	2.48209505530582
EU08_S_Wi2013	3.40546218487395	2.46514888987388
EU08_S_Wi2015	4.39629629629629	3.44664554026897
EU08_S_Wi2016	2.65172413793103	2.89166078871433
EU08_S_Wi2017	2.53493975903615	2.50218962807753
EU08_S_Wi2018	2.10806451612903	2.52193790515182
EU08_S_Wi2019	3.03	3.00343302781798
EU10_S_Su2017	2.93595505617978	2.90427999910601
EU10_S_Su2018A	3.15238095238095	3.24436230531831
EU10_S_Wi2013	4.07407407407407	2.08335281511787
EU10_S_Wi2015	2.78846153846154	2.47989621825615
EU10_S_Wi2016	4.24949494949495	3.34778635255889
EU10_S_Wi2017	3.1047619047619	2.72551087011096
EU10_S_Wi2018	3.18333333333333	3.12278363776691
EU10_S_Wi2019	3.26818181818182	2.6730891873611
EUR05_S_Wi2013	2.48	2.17175987572126
EUR05_S_Wi2015	2.05909090909091	2.08440702781845
EUR05_S_Wi2016	2.34909090909091	2.1849657855897
EUR05_S_Wi2017	3.74489795918367	3.30603992923932
EUR05_S_Wi2018	1.36271186440678	3.21201863354037
EUR05_S_Wi2019	2.92919708029197	2.31760366721113
EUR10_S_Wi2013	0.112735849056604	1.09072648544624
EUR10_S_Wi2015	0.248731203007519	0.695536224852275
EUR10_S_Wi2016	0.155874190564292	0.734898349261512
EUR10_S_Wi2017	0.193882352941176	0.865309637516636
EUR10_S_Wi2018	0.254913294797688	1.1792483366301
EUR10_S_Wi2019	0.201076716016151	0.740650901586658
