Name,Abarenicola claparedi,Abra alba,Abra prismatica,Abyssoninoe hibernica,Acanthocardia aculeata,Acanthocardia paucicostata,Acanthocardia tuberculata,Achelia echinata,Acrocnida brachiata,Acteon tornatilis,Alkmaria romijni,Allomelita pellucida,Ammothella longipes,Ampelisca brevicornis,Ampelisca cavicoxa,Ampelisca sarsi,Ampelisca tenuicornis,Ampharete finmarchica,Amphipholis squamata,Anapagurus hyndmanni,Angulus pygmaeus,Anomia sp.,Anomiidae,Antalis novemcostata,Anthozoa,Anthura gracilis,Anurida maritima,Aonides oxycephala,Aonides paucibranchiata,Aoridae,Aphelochaeta sp.,Aponuphis bilineata,Arenicolidae,Aricidea catherinae,Aricidea cerrutii,Aricidea suecica meridionalis,Armandia cirrhosa,Asbjornsenia pygmaea,Aspidosiphon muelleri,Austrominius modestus,Autolytus sp.,Autonoe spiniventris,Balanus sp.,Barnea candida,Bathyporeia elegans,Bathyporeia pelagica,Bathyporeia pilosa,Beania magellanica,Bela nebula,Bittium reticulatum,Bivalvia,Boccardia semibranchiata,Boccardiella ligerica,Boccardiella sp.,Bodotria scorpioides,Branchiomaldane sp.,Brania pusilla,Brania sp.,Brissopsis lyrifera,Capitella capitata,Capitella minima,Carcinus maenas,Caulleriella alata,Caulleriella sp.,Cavernularia pusilla,Centraloecetes kroyeranus,Cerastoderma edule,Cerastoderma glaucum,Cerastoderma sp.,Cerebratulus marginatus,Cerebratulus sp.,Cerianthus sp.,Chaetozone gibber,Chaetozone setosa,Chamelea striatula,Cirripedia,Cirrophorus furcatus,Cirrophorus nikebianchii,Collembola,Copepoda,Corbula gibba,Corophium multisetosum,Corophium sp.,Corophium urdaibaiense,Corophium volutator,Cossura pygodactylata,Cossura sp.,Crassostrea gigas,Cumopsis fagei,Cyathura carinata,Cylichna cylindracea,Decapoda,Desdemona ornata,Diastylis bradyi,Diastylis laevis,Diogenes pugilator,Diopatra micrura,Diopatra neapolitana,Diopatra sp.,Diplocirrus glaucus,Diptera,Dispio uncinata,Donax variegatus,Dosinia lupinus,Ebalia sp.,Echinocardium cordatum,Echiura,Edwardsia sp.,Edwardsiidae,Elminius modestus,Euclymene collaris,Euclymene oerstedi,Euclymene oerstedii,Euclymene sp.,Euglesa casertana,Eulimella sp.,Eumida bahusiensis,Eumida sanguinea,Eumida sp.,Eurydice affinis,Eurydice naylori,Eurydice pulchra,Eurydice sp.,Euspira nitida,Exogone dispar,Fabulina fabula,Ficopomatus enigmaticus,Galathowenia oculata,Gallardoneris iberica,Gammarus chevreuxi,Gammarus sp.,Gari costulata,Gari sp.,Gastropoda,Gastrosaccus sanctus,Glycera convoluta,Glycera fallax,Glycera sp.,Glycera tridactyla,Glycera unicornis,Golfingia sp.,Goniada maculata,Goniadella gracilis,Goodallia triangularis,Gouldia minima,Grandidierella japonica,HALACARIDAE,Harpinia pectinata,Haustorius arenarius,Hediste diversicolor,Hemigrapsus takanoi,Hesionidae,Heteromastus filiformis,Heterotanais oerstedi,Hippomedon denticulatus,Hyala vitrea,Idotea chelipes,Insecta,Iphinoe tenella,Kirkegaardia sp.,Kurtiella bidentata,Lagis koreni,Laonice cirrata,Lekanesphaera hookeri,Lekanesphaera rugicauda,Lekanesphaera sp.,Lepidochitona cinerea,Leptocheirus pilosus,Leptognathiidae,Leptopentacta elongata,Leptosynapta galliennii,Leptosynapta inhaerens,Levinsenia gracilis,Lithophaga lithophaga,Loripes lucinalis,Loripes orbiculatus,Lucinella divaricata,Lucinidae,Lumbrineris lusitanica,Macomangulus tenuis,Macropodia linaresi,Mactra stultorum,Magelona alleni,Magelona filiformis,Magelona johnstoni,Magelona sp.,Malacoceros fuliginosus,Malacoceros girardi,Malacoceros sp.,Maldane glebifex,Maldanidae,Malmgrenia andreapolis,Malmgrenia sp.,Manayunkia aestuarina,Mangelia sp.,Manzonia crassa,Mediomastus fragilis,Melarhaphe neritoides,Melinna palmata,Melita hergensis,Melita palmata,Melita sp.,Microphthalmus pseudoaberrans,Microphthalmus sp.,Microspio atlantica,Moerella donacina,Monia patelliformis,Monocorophium acherusicum,Monocorophium insidiosum,Monocorophium sp.,Montacuta substriata,Myosotella myosotis,Mysta picta,Mytilaster minimus,Mytilidae,Mytilus galloprovincialis,Neanthes caudata,Nematoda,NEMERTEA,Nephtys assimilis,Nephtys cirrosa,Nephtys hombergii,Nephtys hystricis,Nephtys incisa,Nephtys kersivalensis,Nereis lamellosa,Nereis sp.,Notomastus latericeus,Nototropis falcatus,Nototropis swammerdamei,Nucula sulcata,Odostomia sp.,Oligochaeta,Onuphis eremita,Onuphis sp.,Ophelia bicornis,Ophelia neglecta,Ophiodromus flexuosus,Ophiura ophiura,Ophryotrocha sp.,Orbinia sp.,OSTRACODA,Ostrea edulis,Oudardia compressa,Owenia fusiformis,Palaemon serratus,Pandora inaequivalvis,Papillicardium papillosum,Paradoneis armata,Paradoneis ilvana,Paradoneis lyra,Paragnathia formica,Paramphitrite tetrabranchia,Paraonis fulgens,Parapionosyllis elegans,Parapionosyllis minuta,Pariambus typicus,Parvicardium ovale,Parvicardium scabrum,Parvicardium sp.,Pectinaria auricoma,Peringia ulvae,Perioculodes longimanus,Petricolaria pholadiformis,Phascolion strombus,Philine sp.,Phoronis sp.,Phtisica marina,Phyllodoce groenlandica,Phyllodoce laminosa,Phyllodoce lineata,Phyllodoce maculata,Phyllodoce mucosa,Phyllodoce sp.,Phyllodocidae,Phylo foetida,Pilargis verrucosa,Pionosyllis anophthalma,Pisidia sp.,Platyhelminthes,Podarkeopsis capensis,Podarkeopsis sp.,Podocoryna carnea,Poecilochaetus serpens,Polititapes rhomboides,Polycirrus sp.,Polydora ciliata,Polydora cornuta,Polydora flava,Polydora sp.,Polynoidae,Potamopyrgus antipodarum,Prionospio fallax,Prionospio multibranchiata,Prionospio pulchra,Prionospio sp.,Prosphaerosyllis sp.,Prosphaerosyllis tetralix,Protodorvillea kefersteini,Pseudomystides limbata,Pseudopolydora paucibranchiata,Pseudopolydora pulchra,Pseudopythina macandrewi,Pygospio elegans,Retusa sp.,Ringicula auriculata,Ringicula conformis,Ringicula sp.,Ruditapes decussatus,Ruditapes philippinarum,Ruditapes sp. ,Sabellaria spinulosa,Scalibregma inflatum,Schistomeringos caeca,Schistomeringos rudolphi,Schistomeringos rudolphii,Schistomeringos sp.,Schistomysis kervillei,Scolelepis bonnieri,Scolelepis sp.,Scolelepis squamata,Scoloplos sp.,Scoloplos typicus,Scrobicularia plana,Semelidae,Serratina serrata,Sigalion mathildae,Solen marginatus,Solenidae,Sphaerosyllis sp.,Spio decoratus,Spio martinensis,Spio sp.,Spiochaetopterus costarum,Spionidae,Spiophanes bombyx,Spiophanes kroyeri,Spisula elliptica,Spisula sp.,Spisula subtruncata,Sternaspis scutata,Sthenelais boa,Sthenelais limicola,Streblosoma sp.,Streblospio benedicti,Streblospio shrubsolii,Streptosyllis websteri,Syllidia armata,Syllis gracilis,Syllis parapari,Syllis rosea,Syllis sp.,Synchelidium haplocheles,Tanystylum conirostre,Tapes sp.,Tellimya ferruginosa,Tellina serrata,Terebellidae,Terebellides stroemii,Terebellinae,Teredo navalis,Tharyx killariensis,Theora lubrica,Thracia phaseolina,Thyasira flexuosa,Trematoda,Tritia incrassata,Tritia neritea,Tritia nitida,Tritia pygmaea,Tritia reticulata,Tubulanus polymorphus,Upogebia deltaura,Upogebia pusilla,Upogebia sp.,Urothoe brevicornis,Urothoe grimaldii,Urothoe pulchella,Urothoe sp.,Venerida,Veneridae,Venus casina,Virgularia sp.,Vitreolina philippi,Xenostrobus securis
EA05_S_Wi2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EA05_S_Wi2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333,0,0,0,0,0,0,0,0,0,0,89.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.6666666667,0,0,0,0,0,0,0,5.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666667,525.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB10_S_Wi2017,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
EB10_S_Wi2013,0,0,0,0,0,0,0,0,0,0,1.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333,0,0,0,0,0,0,0,0,0,0,1.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333,0,0,0,0,0,0,0,0,0,30.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3333333333,0,0,0,0,0,0,0,0,14.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB10_S_Wi2014,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB10_S_Wi2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB10_S_Wi2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,68,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
EB10_S_Wi2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0
EB05_S_Wi2017,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB05_S_Wi2013,0,0,0,0,0,0,0,0,0,0,14.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB05_S_Wi2014,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB05_S_Wi2015,0,0,0,0,0,0,0,0,0,0,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,506.67,0,0,0,0,0,0,0,0,0,0,61.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,365.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
