	byOTUs	byTaxa
EA05_S_Wi2013	NA	NA
EA05_S_Wi2015	NA	NA
EA05_S_Wi2016	NA	NA
EA05_S_Wi2017	NA	NA
EA05_S_Wi2018	NA	NA
EA05_S_Wi2019	NA	NA
EA10_S_Wi2013	NA	NA
EA10_S_Wi2015	NA	NA
EA10_S_Wi2016	NA	NA
EA10_S_Wi2017	NA	NA
EA10_S_Wi2018	NA	NA
EB05_S_Wi2013	NA	NA
EB05_S_Wi2015	NA	NA
EB05_S_Wi2016	NA	NA
EB05_S_Wi2017	NA	NA
EB05_S_Wi2018	NA	NA
EB05_S_Wi2019	NA	NA
EB07_S_Wi2013	NA	NA
EB07_S_Wi2015	NA	NA
EB07_S_Wi2016	NA	NA
EB07_S_Wi2017	NA	NA
EB07_S_Wi2018	NA	NA
EB07_S_Wi2019	NA	NA
EB10_S_Wi2013	NA	NA
EB10_S_Wi2015	NA	NA
EB10_S_Wi2016	NA	NA
EB10_S_Wi2017	NA	NA
EB10_S_Wi2018	NA	NA
EBI05_S_Wi2013	NA	NA
EBI05_S_Wi2015	NA	NA
EBI05_S_Wi2016	NA	NA
EBI05_S_Wi2017	NA	NA
EBI05_S_Wi2018	NA	NA
EBI05_S_Wi2019	NA	NA
EBI10_S_Wi2013	NA	NA
EBI10_S_Wi2016	NA	NA
EBI10_S_Wi2017	NA	NA
EBI10_S_Wi2018	NA	NA
EBI20_S_Wi2013	NA	NA
EBI20_S_Wi2015	NA	NA
EBI20_S_Wi2017	NA	NA
EBI20_S_Wi2018	NA	NA
EBI20_S_Wi2019	NA	NA
ED05_S_Wi2013	NA	NA
ED05_S_Wi2015	NA	NA
ED05_S_Wi2016	NA	NA
ED05_S_Wi2017	NA	NA
ED05_S_Wi2018	NA	NA
ED10_S_Wi2013	NA	NA
ED10_S_Wi2015	NA	NA
ED10_S_Wi2016	NA	NA
ED10_S_Wi2017	NA	NA
ED10_S_Wi2018	NA	NA
ED10_S_Wi2019	NA	NA
EL05_S_Wi2013	NA	NA
EL05_S_Wi2015	NA	NA
EL05_S_Wi2016	NA	NA
EL05_S_Wi2017A	NA	NA
EL05_S_Wi2017B	NA	NA
EL05_S_Wi2018	NA	NA
EL10_S_Wi2013	NA	NA
EL10_S_Wi2015	NA	NA
EL10_S_Wi2016	NA	NA
EL10_S_Wi2017	NA	NA
EL10_S_Wi2018	NA	NA
EL10_S_Wi2019	NA	NA
EM05_S_Wi2013	NA	NA
EM05_S_Wi2015	NA	NA
EM05_S_Wi2016	NA	NA
EM05_S_Wi2017	NA	NA
EM05_S_Wi2018	NA	NA
EM05_S_Wi2019	NA	NA
EM10_S_Wi2013	NA	NA
EM10_S_Wi2015	NA	NA
EM10_S_Wi2016	NA	NA
EM10_S_Wi2017	NA	NA
EM10_S_Wi2018	NA	NA
EN10_S_Wi2013_PS	NA	NA
EN10_S_Wi2015	NA	NA
EN10_S_Wi2016	NA	NA
EN10_S_Wi2017	NA	NA
EN10_S_Wi2018	NA	NA
EN15_S_Wi2013	NA	NA
EN15_S_Wi2015	NA	NA
EN15_S_Wi2016	NA	NA
EN15_S_Wi2017	NA	NA
EN15_S_Wi2018	NA	NA
EN17_S_Wi2013	NA	NA
EN17_S_Wi2015	NA	NA
EN17_S_Wi2016	NA	NA
EN17_S_Wi2017	NA	NA
EN17_S_Wi2018	NA	NA
EN17_S_Wi2019	NA	NA
EN20_S_Wi2013	NA	NA
EN20_S_Wi2015	NA	NA
EN20_S_Wi2016	NA	NA
EN20_S_Wi2017	NA	NA
EN20_S_Wi2018	NA	NA
EN30_S_Wi2013	NA	NA
EN30_S_Wi2016	NA	NA
EN30_S_Wi2017	NA	NA
EN30_S_Wi2018	NA	NA
EO05_S_Wi2013	NA	NA
EO05_S_Wi2015	NA	NA
EO05_S_Wi2016	NA	NA
EO05_S_Wi2017	NA	NA
EO05_S_Wi2018	NA	NA
EO05_S_Wi2019	NA	NA
EO10_S_Wi2013	NA	NA
