"","AMBI","PI","PI5yAvg","piMetals","piHC","piOM","Redox"
"SWARM_7252",0,0,0,0,0,0,0
"SWARM_1846",74.89,85.33,58.49,67.29,53.27,65.75,70.91
"SWARM_1847",60.72,51.51,49.27,54.48,46.72,55.85,57.08
"SWARM_1844",0,0,0,0,0,0,0
"SWARM_1845",0,0,0,0,0,0,0
"SWARM_1841",37.49,0,0,0,0,28.89,30.32
"SWARM_29008",0,0,0,0,0,0,0
"SWARM_5729",0,0,0,0,0,0,0
"SWARM_6401",0,0,0,0,0,0,0
"SWARM_6407",0,0,0,0,0,0,0
"SWARM_12579",0,0,0,0,0,0,0
"SWARM_11009",0,0,0,0,0,0,0
"SWARM_32968",0,0,0,0,0,0,0
"SWARM_13957",0,0,0,0,0,0,0
"SWARM_4353",0,0,0,0,0,0,0
"SWARM_4352",0,0,0,0,0,0,0
"SWARM_4358",0,0,0,0,0,0,0
"SWARM_5087",0,0,0,0,0,0,0
"SWARM_5084",0,0,0,0,0,0,0
"SWARM_5085",0,0,0,0,0,0,0
"SWARM_5083",0,0,0,0,0,0,0
"SWARM_5080",0,0,0,0,0,0,0
"SWARM_5081",0,0,0,0,0,0,0
"SWARM_5089",0,0,0,0,0,0,0
"SWARM_1640",0,0,0,0,0,0,0
"SWARM_1641",51.76,51.26,54.54,56.91,62.5,64.75,64.17
"SWARM_1642",0,0,0,0,0,0,0
"SWARM_1643",62.39,66.17,65.06,49.62,74.09,79.59,64.91
"SWARM_1646",63.48,62.48,65.22,64.64,57.44,54.76,0
"SWARM_1649",0,0,0,0,0,0,0
"SWARM_6838",0,0,0,0,0,0,0
"SWARM_6839",0,0,0,0,0,0,0
"SWARM_17262",0,0,0,0,0,0,0
"SWARM_35257",0,0,0,0,0,0,0
"SWARM_2897",0,0,0,0,0,0,0
"SWARM_30376",0,0,0,0,0,0,0
"SWARM_997",0,0,66.6,0,74.81,0,0
"SWARM_998",59.65,0,46.99,0,0,55.96,0
"SWARM_16003",0,0,0,0,0,0,0
"SWARM_16004",0,0,0,0,0,0,0
"SWARM_2000",0,0,0,0,0,0,0
"SWARM_1216",68.32,64.08,49.08,61.75,46.46,72.81,68.45
"SWARM_1215",53.15,65.33,58.27,58.59,58.18,68.2,65.02
"SWARM_1213",0,0,0,0,0,0,0
"SWARM_1210",58.69,0,0,0,0,0,0
"SWARM_4671",0,0,0,0,0,0,0
"SWARM_4190",0,0,0,0,0,0,0
"SWARM_4196",0,0,0,0,0,0,0
"SWARM_4195",0,48.12,51,40.94,77.57,47.02,68.58
"SWARM_12689",0,0,0,0,0,0,0
"SWARM_12686",0,0,0,0,0,0,0
"SWARM_33336",0,0,0,0,0,0,0
"SWARM_5241",0,0,0,0,0,0,0
"SWARM_5243",0,0,0,0,0,0,0
"SWARM_5245",0,0,0,0,0,0,0
"SWARM_2731",0,0,0,0,0,0,0
"SWARM_2733",0,0,0,0,0,0,0
"SWARM_2732",0,0,0,0,0,0,0
"SWARM_2735",0,0,0,0,0,0,0
"SWARM_2737",0,0,0,0,0,0,0
"SWARM_10342",0,0,0,0,0,0,0
"SWARM_14135",0,0,0,0,0,0,0
"SWARM_901",0,0,67.2,0,0,60.54,0
"SWARM_7531",0,0,0,0,0,0,0
"SWARM_7532",0,0,0,0,0,0,0
"SWARM_7538",0,0,0,0,0,0,0
"SWARM_7539",0,0,0,0,0,0,0
"SWARM_4841",0,0,0,0,0,0,0
"SWARM_4840",0,0,0,0,0,0,0
"SWARM_4846",0,0,0,0,0,0,0
"SWARM_4848",0,0,0,0,0,0,0
"SWARM_41274",0,0,0,0,0,0,0
"SWARM_1738",73.52,0,0,0,0,59.81,0
"SWARM_4012",0,0,0,0,0,0,0
"SWARM_4010",0,0,0,0,0,0,0
"SWARM_4011",0,0,0,0,0,0,0
"SWARM_4019",0,0,0,0,0,0,0
"SWARM_42467",0,0,0,0,0,0,0
"SWARM_8231",0,0,0,0,0,0,0
"SWARM_2063",0,0,0,0,0,0,0
"SWARM_5619",0,0,0,0,0,0,0
"SWARM_2349",0,0,0,0,0,0,0
"SWARM_2344",0,0,0,0,55.71,57.59,0
"SWARM_2345",0,0,0,0,0,0,0
"SWARM_2346",48.58,0,0,0,0,0,0
"SWARM_2347",0,0,0,0,0,0,0
"SWARM_2342",60.36,69.41,72.85,74.46,61.32,71.61,74.76
"SWARM_2343",0,0,0,0,0,0,0
"SWARM_9870",0,0,0,0,0,0,0
"SWARM_26714",0,0,0,0,0,0,0
"SWARM_26715",0,0,0,0,0,0,0
"SWARM_2889",0,0,0,0,0,0,0
"SWARM_1802",0,0,0,0,0,0,0
"SWARM_3231",0,0,0,0,0,0,0
"SWARM_30638",0,0,0,0,0,0,0
"SWARM_30637",0,0,0,0,0,0,0
"SWARM_17095",0,0,0,0,0,0,0
"SWARM_7931",0,0,0,0,0,0,0
"SWARM_5798",0,0,0,0,0,0,0
"SWARM_5790",0,52.97,0,56.09,55.14,0,66.15
"SWARM_9933",0,0,0,0,0,0,0
"SWARM_9931",0,0,0,0,0,0,0
"SWARM_9938",0,0,0,0,0,0,0
"SWARM_28835",0,0,0,0,0,0,0
"SWARM_28834",0,0,0,0,0,0,0
"SWARM_3508",0,0,0,0,0,0,0
"SWARM_22280",0,0,0,0,0,0,0
"SWARM_6948",0,0,0,0,0,0,0
"SWARM_12816",0,0,0,0,0,0,0
"SWARM_12815",0,0,0,0,0,0,0
"SWARM_8982",0,0,0,0,0,0,0
"SWARM_8983",0,0,0,0,0,0,0
"SWARM_8985",0,0,0,0,0,0,0
"SWARM_3079",55.81,71.02,72,58.2,53.4,80.72,57.48
"SWARM_3077",0,0,0,0,0,0,0
"SWARM_3071",0,0,0,0,0,0,0
"SWARM_3070",0,0,0,0,0,0,0
"SWARM_1693",0,0,0,0,55.2,61.26,0
"SWARM_1691",0,0,0,0,0,0,0
"SWARM_1697",0,50.31,50.85,45.73,51.24,50.53,0
"SWARM_1694",53.32,64.91,69.43,74.15,57.96,73.65,61.98
"SWARM_24178",0,0,0,0,0,0,0
"SWARM_24171",0,0,0,0,0,0,0
"SWARM_20338",0,0,0,0,0,0,0
"SWARM_8614",0,0,0,0,0,0,0
"SWARM_9562",0,0,0,0,0,0,0
"SWARM_5907",0,0,0,0,0,0,0
"SWARM_5906",0,0,0,0,0,0,0
"SWARM_5905",0,0,0,0,0,0,0
"SWARM_1109",0,79.18,84.69,66.79,79.46,66.66,72.97
"SWARM_1108",0,0,0,0,54.19,54.39,58.09
"SWARM_1100",0,0,0,0,0,0,0
"SWARM_1106",0,0,66.65,0,0,62.94,0
"SWARM_1104",55.59,0,0,0,0,0,0
"SWARM_10281",0,0,0,0,0,0,0
"SWARM_882",72.83,66.25,65.46,77.85,79.31,68.38,79.09
"SWARM_883",0,0,0,0,0,0,0
"SWARM_884",0,49.89,0,45.28,43.96,0,0
"SWARM_886",61.26,75.2,74.47,70.96,0,49.47,0
"SWARM_14043",0,0,0,0,0,0,0
"SWARM_14046",0,0,0,0,0,0,0
"SWARM_22854",0,0,0,0,0,0,0
"SWARM_17763",0,0,0,0,0,0,0
"SWARM_23724",0,0,0,0,0,0,0
"SWARM_7264",0,0,0,0,0,0,0
"SWARM_7269",0,0,0,0,0,0,0
"SWARM_6357",0,0,0,0,0,0,0
"SWARM_6356",0,0,0,0,0,0,0
"SWARM_6353",0,0,0,0,0,0,0
"SWARM_6352",0,0,0,0,0,0,0
"SWARM_6359",0,0,0,0,0,0,0
"SWARM_6358",0,0,0,0,0,0,0
"SWARM_7409",0,0,0,0,0,0,0
"SWARM_2154",0,0,0,0,0,0,0
"SWARM_2157",0,0,0,0,0,0,0
"SWARM_2151",0,0,0,0,0,0,0
"SWARM_2150",56.75,0,0,0,0,0,0
"SWARM_2153",0,0,0,0,0,0,0
"SWARM_2159",0,0,0,0,0,0,0
"SWARM_2158",0,0,0,0,0,0,0
"SWARM_4509",0,0,0,0,0,0,0
"SWARM_42670",0,0,0,0,0,0,0
"SWARM_3402",0,0,0,0,0,0,0
"SWARM_3404",0,0,0,0,0,0,0
"SWARM_3407",0,0,0,0,0,0,0
"SWARM_3409",0,50.91,50.99,52.93,50.29,0,0
"SWARM_19997",0,0,0,0,0,0,0
"SWARM_2908",0,0,0,0,0,0,0
"SWARM_4129",0,0,0,0,0,0,0
"SWARM_4121",0,0,0,0,0,0,0
"SWARM_15295",0,0,0,0,0,0,0
"SWARM_19600",0,0,0,0,0,0,0
"SWARM_10763",0,0,0,0,0,0,0
"SWARM_10761",0,0,0,0,0,0,0
"SWARM_6256",0,0,0,0,0,0,0
"SWARM_5502",0,0,0,0,0,0,0
"SWARM_5505",0,0,0,0,0,0,0
"SWARM_5509",0,0,0,0,0,0,0
"SWARM_8148",0,0,0,0,0,0,0
"SWARM_8147",0,0,0,0,0,0,0
"SWARM_26400",0,0,0,0,0,0,0
"SWARM_30123",0,0,0,0,0,0,0
"SWARM_14282",0,0,0,0,0,0,0
"SWARM_20827",0,0,0,0,0,0,0
"SWARM_13774",0,0,0,0,0,0,0
"SWARM_13770",0,0,0,0,0,0,0
"SWARM_633",61.96,61.89,60.61,56.77,70.47,70.78,72.49
"SWARM_632",0,59.04,58.4,0,66.82,59.02,65.36
"SWARM_631",0,0,0,0,56.93,0,74.97
"SWARM_637",0,68.25,68.88,55.25,71.11,69.14,74.96
"SWARM_636",64.68,0,0,0,47.82,0,74.89
"SWARM_635",67.88,71.8,66.42,70.5,73.39,68.01,73.09
"SWARM_634",68.89,61.14,0,0,67.24,67.72,74.65
"SWARM_638",60.31,62.98,52.03,62.88,52.81,66.06,60.13
"SWARM_3287",0,0,0,0,0,0,0
"SWARM_3285",0,0,0,0,0,0,0
"SWARM_16614",0,0,0,0,0,0,0
"SWARM_7804",0,0,0,0,0,0,0
"SWARM_7805",0,0,0,0,0,0,0
"SWARM_4578",0,0,0,0,0,0,0
"SWARM_4571",0,0,0,0,0,0,0
"SWARM_4574",0,0,0,0,0,0,0
"SWARM_4577",0,0,0,0,0,0,0
"SWARM_28907",0,0,0,0,0,0,0
"SWARM_1429",68.08,0,0,0,0,54.82,0
"SWARM_1420",56.14,0,52.77,0,0,0,0
"SWARM_1421",0,0,0,0,0,0,0
"SWARM_1425",0,67.54,55.71,60.5,59.27,0,68.61
"SWARM_1426",0,0,0,0,0,0,0
"SWARM_22527",0,0,0,0,0,0,0
"SWARM_14365",0,0,0,0,0,0,0
"SWARM_17043",0,0,0,0,0,0,0
"SWARM_17040",0,0,0,0,0,0,0
"SWARM_17044",0,0,0,0,0,0,0
"SWARM_20417",0,0,0,0,0,0,0
"SWARM_7695",0,0,0,0,0,0,0
"SWARM_7694",0,0,0,0,0,0,0
"SWARM_7697",0,0,0,0,0,0,0
"SWARM_7690",0,0,0,0,0,0,0
"SWARM_7693",0,0,0,0,0,0,0
"SWARM_24380",0,0,0,0,0,0,0
"SWARM_8766",0,0,0,0,0,0,0
"SWARM_8768",0,0,0,0,0,0,0
"SWARM_8769",0,0,0,0,0,0,0
"SWARM_9492",0,0,0,0,0,0,0
"SWARM_5874",0,0,0,0,0,0,0
"SWARM_5879",0,0,0,0,0,0,0
"SWARM_13694",0,0,0,0,0,0,0
"SWARM_9194",0,0,0,0,0,0,0
"SWARM_3089",0,0,0,0,0,0,0
"SWARM_3085",0,0,0,0,0,0,0
"SWARM_3087",0,0,0,0,0,0,0
"SWARM_3080",0,0,0,0,0,0,0
"SWARM_3082",0,0,0,0,0,0,0
"SWARM_10593",0,0,0,0,0,0,0
"SWARM_7718",0,0,0,0,0,0,0
"SWARM_7711",82.29,0,0,60.65,56.17,0,67.15
"SWARM_7714",0,0,0,0,0,0,0
"SWARM_7717",0,0,0,0,0,0,0
"SWARM_5756",0,0,0,0,0,0,0
"SWARM_5755",0,0,0,0,0,0,0
"SWARM_3715",0,0,0,0,0,0,0
"SWARM_3717",0,0,0,0,0,0,0
"SWARM_3710",0,0,0,0,0,0,0
"SWARM_3719",0,0,0,0,0,0,0
"SWARM_24618",0,0,0,0,0,0,0
"SWARM_34388",0,0,0,0,0,0,0
"SWARM_4415",0,0,0,0,0,0,0
"SWARM_2815",0,0,0,0,0,0,0
"SWARM_2818",0,0,0,0,0,0,0
"SWARM_19777",0,0,0,0,0,0,0
"SWARM_11568",0,0,0,0,0,0,0
"SWARM_11562",0,0,0,0,0,0,0
"SWARM_4747",0,0,0,0,0,0,0
"SWARM_4745",0,0,0,0,0,0,0
"SWARM_4743",0,0,0,0,0,0,0
"SWARM_4740",0,0,0,0,0,0,0
"SWARM_4748",0,0,0,0,0,0,0
"SWARM_9658",0,0,0,0,0,0,0
"SWARM_9656",0,0,0,0,0,0,0
"SWARM_9655",0,0,0,0,0,0,0
"SWARM_9654",0,0,0,0,0,0,0
"SWARM_9653",0,0,0,0,0,0,0
"SWARM_9650",0,0,0,0,0,0,0
"SWARM_7163",0,0,0,0,0,0,0
"SWARM_1943",64.87,72.47,59.76,87.83,59.83,74.84,70.49
"SWARM_10374",0,0,0,0,0,0,0
"SWARM_26656",0,0,0,0,0,0,0
"SWARM_10143",0,0,0,0,0,0,0
"SWARM_39532",0,0,0,0,0,0,0
"SWARM_39533",0,0,0,0,0,0,0
"SWARM_707",0,56.43,59.77,0,55.99,58.35,60.89
"SWARM_706",75.73,71.19,71.51,63.75,69.48,75.84,71.24
"SWARM_704",0,0,53.98,0,56.38,59.45,55.21
"SWARM_700",58.35,69.31,62.03,69.26,57.74,68,59.13
"SWARM_709",59.69,0,46.33,0,0,0,0
"SWARM_9901",0,0,0,0,0,0,0
"SWARM_12170",0,0,0,0,0,0,0
"SWARM_6485",0,0,0,0,0,0,0
"SWARM_6624",0,0,0,0,0,0,0
"SWARM_8845",0,0,0,0,0,0,0
"SWARM_8846",0,0,0,0,0,0,0
"SWARM_8405",0,0,0,0,0,0,0
"SWARM_9755",0,0,0,0,0,0,0
"SWARM_1338",0,67.64,69.79,56.05,64.69,54.37,53.83
"SWARM_1339",42.88,42.01,66.9,43.46,48.33,47.09,45.62
"SWARM_1334",0,55.07,58.47,0,65,53.52,58.54
"SWARM_1335",0,0,0,0,0,0,0
"SWARM_1337",0,0,0,0,0,0,0
"SWARM_1330",0,0,0,0,0,0,0
"SWARM_1332",32.32,31.02,33.79,0,32.09,35.96,38.43
"SWARM_10266",0,0,0,0,0,0,0
"SWARM_3215",0,0,0,0,0,0,0
"SWARM_3214",0,0,0,0,0,0,0
"SWARM_3213",0,0,0,0,0,0,0
"SWARM_3212",0,0,0,0,0,0,0
"SWARM_3218",0,0,0,0,0,0,0
"SWARM_23075",0,0,0,0,0,0,0
"SWARM_1530",0,0,0,0,0,0,0
"SWARM_20529",0,0,0,0,0,0,0
"SWARM_3321",0,0,0,0,0,0,0
"SWARM_358",0,0,0,0,0,0,0
"SWARM_359",0,0,0,0,0,0,0
"SWARM_352",0,0,0,0,0,0,0
"SWARM_3322",0,0,0,0,0,0,0
"SWARM_354",53.28,0,53.9,0,0,57.5,59.34
"SWARM_355",0,71.18,67.12,64.76,66.87,63.78,68.32
"SWARM_356",62.66,73.13,62.92,62.8,67.42,67.02,73.43
"SWARM_13019",0,0,0,0,0,0,0
"SWARM_13014",0,0,0,0,0,0,0
"SWARM_13011",0,0,0,0,0,0,0
"SWARM_2879",0,0,0,0,0,0,0
"SWARM_2877",0,0,0,0,0,0,0
"SWARM_2875",63.16,0,0,54.33,56.25,65.37,0
"SWARM_2873",0,0,0,0,0,0,0
"SWARM_2871",0,0,0,0,0,0,0
"SWARM_1867",0,51.42,60.92,53.93,0,51.95,0
"SWARM_11887",0,0,0,0,0,0,0
"SWARM_9388",0,0,0,0,0,0,0
"SWARM_3985",0,0,0,0,0,0,0
"SWARM_3986",0,0,0,0,0,0,0
"SWARM_3980",0,0,0,0,0,0,0
"SWARM_9387",0,0,0,0,0,0,0
"SWARM_20642",0,0,0,0,0,0,0
"SWARM_28416",0,0,0,0,0,0,0
"SWARM_24883",0,0,0,0,0,0,0
"SWARM_4659",0,0,0,0,0,0,0
"SWARM_13961",0,0,0,0,0,0,0
"SWARM_17589",0,0,0,0,0,0,0
"SWARM_19187",0,0,0,0,0,0,0
"SWARM_6134",0,0,0,0,0,0,0
"SWARM_6132",0,0,0,0,0,0,0
"SWARM_6131",0,0,0,0,0,0,0
"SWARM_7665",0,0,0,0,0,0,0
"SWARM_5027",45.51,0,0,0,0,0,0
"SWARM_2425",0,0,0,0,0,0,0
"SWARM_2427",0,0,0,0,0,0,0
"SWARM_2421",0,0,0,0,0,0,0
"SWARM_2423",0,0,0,0,0,0,0
"SWARM_2422",0,0,0,0,0,0,0
"SWARM_597",0,0,0,0,0,0,0
"SWARM_594",69.51,0,0,0,57.79,0,64.5
"SWARM_595",56.85,58.77,50.45,0,56.78,62.56,63.92
"SWARM_592",0,0,0,0,62.71,0,69.26
"SWARM_593",77.73,73.69,81.05,66.7,81.01,58.69,68.45
"SWARM_590",81.55,0,0,0,60.32,62.81,0
"SWARM_2550",0,0,0,0,0,0,0
"SWARM_6072",0,0,0,0,0,0,0
"SWARM_6073",0,0,0,0,0,0,0
"SWARM_6076",0,0,0,0,0,0,0
"SWARM_2557",0,0,0,0,0,0,0
"SWARM_4365",0,0,0,0,0,0,0
"SWARM_4361",0,0,0,0,0,0,0
"SWARM_6979",0,0,0,0,0,0,0
"SWARM_280",69.88,56.09,63.18,62.71,50.15,59.73,65.19
"SWARM_10039",0,0,0,0,0,0,0
"SWARM_10035",0,0,0,0,0,0,0
"SWARM_413",71.27,61.76,67.23,83.59,70.65,82.06,79.31
"SWARM_412",0,81.03,90.87,0,0,0,0
"SWARM_410",65.01,37.51,41.92,0,35.93,46.44,49.87
"SWARM_10866",0,0,0,0,0,0,0
"SWARM_4682",0,0,0,0,0,0,0
"SWARM_163",95.86,0,0,0,0,46.71,0
"SWARM_162",0,0,0,0,0,0,0
"SWARM_167",73.24,0,0,0,0,60.91,0
"SWARM_165",0,0,0,0,0,0,0
"SWARM_1049",0,0,0,0,0,0,0
"SWARM_1042",0,0,60.32,52.1,0,57.94,60.27
"SWARM_3659",0,0,0,0,0,0,0
"SWARM_3652",0,0,0,0,0,0,0
"SWARM_992",0,0,0,0,0,0,0
"SWARM_990",57.39,25.69,31,40.38,23.57,39.19,44.21
"SWARM_991",76.08,0,0,0,57.3,64.5,0
"SWARM_996",52.18,0,0,0,48.27,0,75.81
"SWARM_995",62.4,0,0,0,51.6,51.64,0
"SWARM_20077",0,0,0,0,0,0,0
"SWARM_3501",0,0,0,0,0,0,0
"SWARM_3506",0,0,0,0,0,0,0
"SWARM_9999",0,0,0,0,0,0,0
"SWARM_2903",0,0,0,0,0,0,0
"SWARM_2904",0,0,0,0,0,0,0
"SWARM_2905",0,0,0,0,0,0,0
"SWARM_2909",68.19,62.88,66.44,51.99,75.01,70.44,73.27
"SWARM_819",66.08,55.8,78.49,80.18,55.12,69.55,66.96
"SWARM_818",71.89,74.83,66.4,0,0,60.77,0
"SWARM_817",0,0,0,0,63.41,0,0
"SWARM_814",62.95,0,50.77,0,0,64.23,57.1
"SWARM_19509",0,0,0,0,0,0,0
"SWARM_19506",0,0,0,0,0,0,0
"SWARM_15627",0,0,0,0,0,0,0
"SWARM_56909",0,0,0,0,0,0,0
"SWARM_1949",0,0,0,0,0,0,0
"SWARM_1948",0,0,0,0,0,0,0
"SWARM_10373",0,0,0,0,0,0,0
"SWARM_1941",0,0,0,0,0,0,0
"SWARM_3978",74.12,0,0,55.76,0,59.35,0
"SWARM_3979",0,0,0,0,0,0,0
"SWARM_3976",0,0,0,0,0,0,0
"SWARM_3970",0,0,0,0,0,0,0
"SWARM_3971",0,0,0,0,0,0,0
"SWARM_3973",0,0,0,0,0,0,0
"SWARM_5024",0,0,0,0,0,0,0
"SWARM_5026",0,0,0,0,0,0,0
"SWARM_5028",0,0,0,0,0,0,0
"SWARM_37030",0,0,0,0,0,0,0
"SWARM_2553",55.53,79.09,85.28,73.13,82.55,63.3,78.25
"SWARM_2554",0,0,0,0,0,0,0
"SWARM_2556",0,0,0,0,0,0,0
"SWARM_282",77.14,81.85,81.69,74.4,83.21,90.34,79.63
"SWARM_283",0,0,0,0,0,71.15,64.99
"SWARM_286",82.07,74.91,68.92,73.96,66.43,76.59,68.89
"SWARM_284",0,0,0,0,0,69.35,0
"SWARM_285",85.13,82.02,82.19,79.81,77.06,69.46,73.58
"SWARM_289",0,78.71,62.64,76.12,68.64,66.06,74.35
"SWARM_7071",0,0,0,0,0,0,0
"SWARM_7072",0,0,0,0,0,0,0
"SWARM_7076",0,0,0,0,0,0,0
"SWARM_16368",0,0,0,0,0,0,0
"SWARM_11703",0,0,0,0,0,0,0
"SWARM_11702",0,0,0,0,0,0,0
"SWARM_36523",0,0,0,0,0,0,0
"SWARM_65784",0,0,0,0,0,0,0
"SWARM_4239",0,0,0,0,0,0,0
"SWARM_4236",0,0,0,0,0,0,0
"SWARM_15866",0,0,0,0,0,0,0
"SWARM_4233",0,0,0,0,0,0,0
"SWARM_4235",0,0,0,0,0,0,0
"SWARM_5188",0,0,0,0,0,0,0
"SWARM_5187",0,0,0,0,0,0,0
"SWARM_5184",0,0,0,0,0,0,0
"SWARM_2203",0,0,0,0,0,0,0
"SWARM_2202",0,0,0,0,0,0,0
"SWARM_6821",0,0,0,0,0,0,0
"SWARM_6822",0,0,0,0,0,0,0
"SWARM_568",57.3,61.5,62.63,54.56,58.02,0,60.49
"SWARM_567",0,0,0,0,64.61,66.48,64.02
"SWARM_564",0,68.31,67.58,0,67.53,0,0
"SWARM_563",66.69,64.82,66.09,72.84,64.53,70.78,76.3
"SWARM_12351",0,0,0,0,0,0,0
"SWARM_5183",0,0,0,0,0,0,0
"SWARM_12621",0,0,0,0,0,0,0
"SWARM_8675",0,0,0,0,0,0,0
"SWARM_2799",0,0,0,0,0,0,0
"SWARM_2790",0,0,0,0,0,0,0
"SWARM_2796",0,0,0,0,0,0,0
"SWARM_2795",0,0,0,0,0,0,0
"SWARM_2794",0,0,0,0,0,0,0
"SWARM_10085",0,0,0,0,0,0,0
"SWARM_8350",0,0,0,0,0,0,0
"SWARM_8352",0,0,0,0,0,0,0
"SWARM_8359",0,0,0,0,0,0,0
"SWARM_9008",0,0,0,0,0,0,0
"SWARM_9000",0,0,0,0,0,0,0
"SWARM_9006",0,0,0,0,0,0,0
"SWARM_9007",0,0,0,0,0,0,0
"SWARM_9004",0,0,0,0,0,0,0
"SWARM_1805",0,0,0,0,0,0,0
"SWARM_6006",0,0,0,0,0,0,0
"SWARM_23497",0,0,0,0,0,0,0
"SWARM_3741",0,0,0,0,0,0,0
"SWARM_12782",0,0,0,0,0,0,0
"SWARM_12783",0,0,0,0,0,0,0
"SWARM_12789",0,0,0,0,0,0,0
"SWARM_2616",0,0,0,0,0,0,0
"SWARM_2614",0,0,0,0,0,0,0
"SWARM_2618",0,0,0,0,0,0,0
"SWARM_1756",0,0,0,0,0,0,0
"SWARM_3140",0,0,0,0,0,0,0
"SWARM_3146",0,0,0,0,0,0,0
"SWARM_7249",0,0,0,0,0,0,0
"SWARM_7242",0,0,0,0,0,0,0
"SWARM_7240",0,0,0,0,0,0,0
"SWARM_7241",0,0,0,0,0,0,0
"SWARM_19362",0,0,0,0,0,0,0
"SWARM_1833",0,28.31,29.7,40.18,0,30.72,0
"SWARM_1831",0,0,0,0,0,0,0
"SWARM_1830",65.66,59.35,64.03,51.06,71.94,70.34,74.5
"SWARM_1837",0,0,0,0,0,0,0
"SWARM_1834",0,0,0,0,0,0,0
"SWARM_6012",0,0,0,0,0,0,0
"SWARM_4461",0,0,0,0,0,0,0
"SWARM_4460",0,0,0,0,0,0,0
"SWARM_4468",0,0,0,0,0,0,0
"SWARM_5735",0,0,0,0,0,0,0
"SWARM_5730",0,0,0,0,0,0,0
"SWARM_14077",0,0,0,0,0,0,0
"SWARM_6414",0,0,0,0,0,0,0
"SWARM_6415",0,0,0,0,0,0,0
"SWARM_6416",0,0,0,0,0,0,0
"SWARM_6417",0,0,0,0,0,0,0
"SWARM_6410",0,0,0,0,0,0,0
"SWARM_6411",0,0,0,0,0,0,0
"SWARM_6413",0,0,0,0,0,0,0
"SWARM_24875",0,0,0,0,0,0,0
"SWARM_11019",0,0,0,0,0,0,0
"SWARM_11018",0,0,0,0,0,0,0
"SWARM_4340",0,0,0,0,0,0,0
"SWARM_4346",0,0,0,0,0,0,0
"SWARM_4345",0,0,0,0,0,0,0
"SWARM_866",71.77,0,0,0,57.18,0,0
"SWARM_1990",63.85,0,0,0,0,0,0
"SWARM_1991",0,0,0,0,0,0,0
"SWARM_1679",0,0,0,0,0,0,0
"SWARM_1678",0,0,0,0,0,50.39,0
"SWARM_1674",0,56.42,0,0,0,49.64,50.24
"SWARM_1677",0,0,0,0,53.31,0,57
"SWARM_1676",0,55.3,67.42,56.47,0,49.25,0
"SWARM_1671",0,0,0,0,0,0,0
"SWARM_1672",0,0,0,0,0,0,0
"SWARM_21856",0,0,0,0,0,0,0
"SWARM_22770",0,0,0,0,0,0,0
"SWARM_23829",0,0,0,0,0,0,0
"SWARM_6843",0,0,0,0,0,0,0
"SWARM_13514",0,0,0,0,0,0,0
"SWARM_25364",0,0,0,0,0,0,0
"SWARM_16039",0,0,0,0,0,0,0
"SWARM_16037",0,0,0,0,0,0,0
"SWARM_4956",0,0,0,0,0,0,0
"SWARM_4951",0,0,0,0,0,0,0
"SWARM_4958",0,0,0,0,0,0,0
"SWARM_4791",0,0,0,0,0,0,0
"SWARM_1200",0,43.83,44.37,45.79,46.32,0,0
"SWARM_1201",0,64.38,63.21,57.57,62.75,54.09,63.62
"SWARM_1202",0,68.45,67.31,68.4,64.67,61.85,0
"SWARM_1204",43.28,57.1,56.07,54.2,0,61.65,62.32
"SWARM_1205",68.16,0,0,0,0,0,0
"SWARM_1207",0,45.29,53.76,48.14,42.76,47.52,43.36
"SWARM_1209",0,45.71,51.43,51.7,45.25,36.91,0
"SWARM_1799",61.11,0,0,0,50.18,51.2,0
"SWARM_4186",0,0,0,0,0,0,0
"SWARM_4188",0,0,0,0,0,0,0
"SWARM_33323",0,0,0,0,0,0,0
"SWARM_2791",0,0,0,0,0,0,0
"SWARM_5274",0,0,0,0,0,0,0
"SWARM_5276",0,0,0,0,0,0,0
"SWARM_5273",0,0,0,0,0,0,0
"SWARM_2728",62.56,70.17,68.56,76.65,75.36,74.08,75.16
"SWARM_2722",0,0,0,0,0,0,0
"SWARM_2720",0,0,0,0,0,0,0
"SWARM_2727",56.63,66.2,59.66,63.57,61.34,58.4,66.15
"SWARM_2725",0,0,0,0,0,0,0
"SWARM_13499",0,0,0,0,0,0,0
"SWARM_13496",0,0,0,0,0,0,0
"SWARM_53693",0,0,0,0,0,0,0
"SWARM_3109",0,0,0,0,0,0,0
"SWARM_7508",0,0,0,0,0,0,0
"SWARM_4851",0,0,0,0,0,0,0
"SWARM_4854",0,0,0,0,0,0,0
"SWARM_42519",0,0,0,0,0,0,0
"SWARM_43646",0,0,0,0,0,0,0
"SWARM_4062",0,0,0,0,0,0,0
"SWARM_4066",0,0,0,0,0,0,0
"SWARM_4065",0,0,0,0,0,0,0
"SWARM_4069",0,0,0,0,0,0,0
"SWARM_5608",0,0,0,0,0,0,0
"SWARM_5602",0,0,0,0,0,0,0
"SWARM_5607",0,0,0,0,0,0,0
"SWARM_2379",0,0,0,0,0,0,0
"SWARM_2371",0,0,0,0,0,0,0
"SWARM_2370",0,0,0,0,0,0,0
"SWARM_2373",64.84,65.31,83.25,78.9,47.88,67.34,44.75
"SWARM_2372",0,0,0,0,0,0,0
"SWARM_2374",0,0,0,0,0,0,0
"SWARM_9869",0,0,0,0,0,0,0
"SWARM_7290",0,0,0,0,0,0,0
"SWARM_7297",0,0,0,0,0,0,0
