Dataset,Reads,Reads_wo_S,Richness,Richness_wo_S,Rarefied.richness,H,J,Rarefied J,Simpson,Chao1,ACE
EOI10_S_Wi2018RNA,22461,22460,5687,5686,3519.443921756,7.4544144869,0.8621868859,0.9128534517,0.9976882199,11684.7703686781,10312.9972247919
EOI10_S_Wi2019,58335,58334,10408,10407,3704.4520565105,7.6633583821,0.8284416194,0.9325894292,0.9971729893,18267.4354748098,16983.876119403
EOI15_S_Su2017,22968,22965,5214,5211,3221.5301331681,7.232144606,0.84496529,0.895332043,0.996089982,10374.5121505068,9657.8804347826
EOI15_S_Su2017RNA,49716,49716,6862,6862,2946.5964695339,7.0686567507,0.8001871653,0.8848644788,0.9946097001,10967.8255018438,10180.5268185158
EOI15_S_Su2018,43155,43155,6511,6511,2939.0529241947,7.0535226752,0.8032482863,0.8832533977,0.9952666717,11092.8800466707,10532.4300168634
EOI15_S_Wi2013,25192,25191,4375,4374,2433.9650281072,5.934177118,0.7078263962,0.7610576346,0.9611046168,10832.6805221531,10150.240188383
EOI15_S_Wi2015,24793,24793,5622,5622,3323.8037773132,7.2247180797,0.8367324085,0.8909653781,0.9945351455,11022.6665719149,9881.9588014981
EOI15_S_Wi2016,60768,60768,6998,6998,2676.1174205319,6.7402261814,0.7613167435,0.8540448216,0.9892492555,11244.0204089197,10571.1082089552
EOI15_S_Wi2017,21536,21536,5392,5392,3375.8896541416,7.2925780955,0.8486974006,0.8976127931,0.996629831,12541.7626648748,11677.2858880779
EOI15_S_Wi2017RNA,22291,22291,4370,4370,2814.4899775196,6.9018455335,0.8233618223,0.8689724837,0.9944338378,8150.83362345,7586.5924528302
EOI15_S_Wi2018,25025,25025,4568,4568,2612.0871219242,6.3489149744,0.753416695,0.8069384544,0.9769488725,10383.047481174,9558.1567267684
EOI15_S_Wi2019,59233,59233,7400,7400,2650.9933474866,6.4004603825,0.7184073809,0.8119640159,0.9721206006,13435.7786862912,12157.5581395349
EOI20_S_Su2017,28989,28989,6496,6496,3399.1082571269,7.3723248981,0.8397737446,0.9066635777,0.9973200755,13722.9798987896,12958.9868913858
EOI20_S_Su2017RNA,17249,17249,4915,4915,3578.3334895309,7.3143551334,0.8605076072,0.8938855908,0.9966486079,9572.3206137983,8476.6554379211
EOI20_S_Su2018,20218,20218,5809,5809,3746.9864051716,7.5213237944,0.8677952833,0.9140346884,0.9979048825,13245.5701403841,12374.8317358892
EOI20_S_Su2018RNA,15239,15239,3780,3780,2931.34355869,6.7770643957,0.8227109481,0.8489140553,0.9946327931,8405.6009435154,7658.9409984871
EOI20_S_Wi2013,47370,47369,9730,9729,3702.032697962,7.5966592259,0.8272552244,0.9245460065,0.9973698768,20108.4828194487,18387.8719298246
EOI20_S_Wi2013RNA,27736,27736,7161,7161,3863.7549737198,7.7055083637,0.8680888758,0.9329386194,0.9983306358,14417.0627427759,13116.1570680628
EOI20_S_Wi2015,50064,50063,10307,10306,4048.7523307441,7.8428363058,0.8487386649,0.9442188069,0.9980350694,17115.1788143103,16012.8168011391
EOI20_S_Wi2016,41039,41036,9297,9294,3928.1126866416,7.7811123044,0.8515630531,0.9402117964,0.9981942525,18417.36106136,17173.0601092896
EOI20_S_Wi2017A,25293,25293,6484,6484,3637.8429011702,7.4908284594,0.8534521121,0.9136107955,0.9976360259,14580.8886376963,13542.9686907021
EOI20_S_Wi2018,17567,17567,5549,5549,3853.0841406941,7.5320493116,0.8736484667,0.9122426532,0.9980083668,14252.6949313003,13153.4856115108
EOI20_S_Wi2019,64612,64611,10839,10838,3880.7250879627,7.8063666225,0.8402158633,0.9446487176,0.998043208,16306.4740681871,15148.5250737463
EOK05_S_Su2017,19749,19749,4086,4086,2726.6493686518,6.7657321783,0.8136464663,0.8552494754,0.9920893204,9108.6430556425,8587.6418383518
EOK05_S_Su2017RNA,11421,11421,2472,2472,2317.0733599001,6.1208040109,0.7834345525,0.7899788933,0.9670791476,4734.3539013381,4176.7789046653
EOK05_S_Su2018,20995,20995,2658,2658,1700.8101451298,5.0636829,0.642165057,0.6807068447,0.9275870796,6139.3089237081,6096.5
EOK05_S_Wi2013,21145,21145,3298,3298,2070.0150670232,5.7056146474,0.7043037017,0.7472668139,0.9751281306,7886.7940799504,7268.302970297
EOK05_S_Wi2015,18754,18754,2475,2475,1695.7827950569,4.7569497849,0.6087730251,0.6397275315,0.9145965167,5466.1228999463,5025.6682808717
EOK05_S_Wi2016,61137,61137,6619,6619,2501.5305439043,6.8182513679,0.7750038866,0.8713801079,0.9940578339,11255.216097078,10455.2581699346
EOK05_S_Wi2017,59827,59827,7948,7948,2736.652606068,6.822985486,0.7597407798,0.8620877425,0.9911744474,15064.9237996373,13687.6722520107
EOK05_S_Wi2017RNA,31281,31281,4556,4556,2346.0281501429,6.221162169,0.7384869696,0.8016466698,0.9784961713,8904.7076767314,8258.4360248447
EOK05_S_Wi2018,24579,24579,5148,5148,2862.2819625668,6.7263564686,0.787043099,0.8450860668,0.993585833,13145.1084806665,11898.1946564885
EOK05_S_Wi2018RNA,29204,29204,4370,4370,2295.4858655764,6.213989011,0.7413033646,0.8029758443,0.9877818896,9007.8873871771,8138.2395437262
EOK05_S_Wi2019,37296,37296,2992,2992,1418.4556948381,4.9833746473,0.6226340697,0.6866683413,0.9490759921,6102.7520074422,5684.8170478171
EOK10_S_Su2017,20290,20290,4812,4812,3074.3609645347,7.0049555323,0.8261663548,0.8722555507,0.9963623856,11695.9288849913,11070.0923076923
EOK10_S_Su2018,24291,24291,5022,5022,2882.9042796726,6.9391235747,0.8142997768,0.8710320691,0.9963784471,12012.3114393302,10967.1940874036
EOK10_S_Wi2013,54504,54504,12785,12785,4182.5235296565,7.9016412421,0.8356194944,0.9475901057,0.9975579432,29431.4977035137,26823.084045584
EOK10_S_Wi2013RNA,32764,32764,7366,7366,3510.209090792,7.3130198055,0.8212603697,0.8958267558,0.9946487502,15590.07986334,13697.6362984218
EOK10_S_Wi2015,23730,23730,5755,5755,3300.2357140533,6.9010354427,0.7970865643,0.8517957413,0.989179534,13297.7525643659,11629.1610738255
EOK10_S_Wi2016,64738,64737,9621,9620,3237.6380595598,7.3065148087,0.7966366137,0.9039808227,0.9968671895,16664.1902976152,15175.4321685509
EOK10_S_Wi2017,26094,26094,6003,6003,3186.6852420876,7.109393089,0.8171702459,0.8813220871,0.995705088,16644.943416496,15718.3811944091
EOK10_S_Wi2017RNA,30077,30077,5803,5803,3039.9410708843,7.1149300861,0.8210042818,0.8871933679,0.9951496847,11190.7200115102,9934.1717259324
EOK10_S_Wi2018,16561,16561,5036,5036,3581.7741520543,7.2663529294,0.8524213695,0.887914966,0.9968493771,15219.2551526875,14368.1123417722
EOK10_S_Wi2018RNA,22535,22535,5013,5013,3036.2058696639,6.9443615788,0.8150860206,0.866057169,0.9949081775,11181.5741900259,9804.7769145394
EOK10_S_Wi2019,44870,44870,8977,8977,3531.1767729171,7.4828014349,0.8220671633,0.9159563541,0.9971043098,18495.8248008523,16516.1028262177
EOK20_S_Su2017,26600,26598,5680,5678,3333.9964855466,7.4378323301,0.8603915379,0.9169007958,0.9969006162,10436.9922555059,9907.8150406504
EOK20_S_Su2018,21555,21554,5277,5276,3405.2315178684,7.4056683839,0.864026452,0.9105626798,0.9969328547,10414.8245495008,9896.2737430168
EOK20_S_Wi2015,31710,31709,6186,6185,3518.6880969482,7.4822052127,0.8570638651,0.9162807508,0.9964409665,8814.9446688683,8525.0952012384
EOK20_S_Wi2016,48228,48227,7710,7709,3294.4301394075,7.4154406986,0.828515545,0.9154878075,0.99605825,13118.7475216271,12347.9687943262
EOK20_S_Wi2017,15904,15903,5137,5136,3856.1784043255,7.5397837301,0.8824421342,0.9130906318,0.997087206,12119.2131540954,11004.258254717
EOK20_S_Wi2018,20503,20503,5200,5200,3537.9147338693,7.4918397302,0.8755817348,0.9168487701,0.9974412368,8932.664435228,8330.1310541311
EOK20_S_Wi2019,27763,27763,7128,7128,3956.7701691428,7.7819933409,0.8771619793,0.9394930675,0.9979177842,13452.9366834712,12390.6044609665
ESVB1_S_Su2018,10715,10715,4393,4393,4223.1770139169,7.5528997686,0.9004660226,0.9047184328,0.9979953964,12661.6943210089,11565.7722929936
ESVB2_S_Su2018,16952,16952,4927,4927,3600.3974145661,7.518758129,0.8843011933,0.9181758716,0.9979443387,11033.5254606707,10455.6269633508
ESVB3_S_Su2018,10225,10225,3459,3459,3435.7691786237,7.2901800322,0.8946394996,0.8953799461,0.9974652758,8561.3991909538,8250.1784989858
ESVB4_S_Su2018,16162,16162,3646,3646,2748.0589644308,6.893263498,0.8404998296,0.870509923,0.9966565017,8181.0393030547,7344.8336052202
ESVB5_S_Su2018,28168,28168,3366,3366,1992.230242228,6.354868993,0.7824766791,0.8364960663,0.993361871,5644.5871179865,5168.1618320611
EU05_S_Wi2013,21179,21179,4395,4395,2665.9155831761,6.2204639831,0.7415711437,0.7885681004,0.9866124614,11598.413232504,10560.1368421053
EU05_S_Wi2013RNA,31447,31447,3396,3396,1698.3073403153,5.3802130766,0.661744049,0.7234009501,0.9767957503,7212.6839948714,6667.5026362039
EU05_S_Wi2016,29557,29557,6386,6386,3400.6019297581,7.5161897494,0.8578300561,0.9243064306,0.9981378883,12824.0155001557,11916.147166362
EU05_S_Wi2017,18867,18867,5294,5294,3515.8928097506,7.2848277904,0.8496090441,0.8921964821,0.9968405963,13738.5014283002,12874.4298941799
EU05_S_Wi2017RNA,18994,18994,4329,4329,2913.388277464,6.6766047635,0.7973882152,0.8369743598,0.9926138677,9721.2595700075,8645.1541450777
EU05_S_Wi2018,22064,22064,5785,5785,3518.9377067568,7.3819102306,0.8521170595,0.9039906417,0.9973857037,13815.4950839366,13212.4853113984
EU05_S_Wi2018RNA,13722,13722,3224,3224,2677.9991153356,6.2831916278,0.7777788496,0.7960636999,0.9828036564,7023.8109336757,6270.7222222222
EU05_S_Wi2019,41902,41901,8388,8387,3618.4773067101,7.6732786319,0.8493253514,0.9364727714,0.998256802,15716.9977524312,14252.400621118
EU08_S_Su2017,39883,39883,7106,7106,3120.1331648199,7.239070559,0.816249825,0.8997517527,0.996932878,14026.4728973873,12801.9355590062
EU08_S_Su2018,24514,24514,5051,5051,2931.5305651737,6.9979358716,0.8206468397,0.8765740299,0.9961497244,11300.2821611788,10410.8347718866
EU08_S_Wi2013,53039,53038,9914,9913,3495.7822863092,7.4380645627,0.8083356329,0.9116043293,0.9963653223,21142.8468686475,19706.0644963145
EU08_S_Wi2013RNA,31455,31455,5108,5108,2539.0775849037,6.4951814396,0.7606878668,0.8285139267,0.9913239506,10649.7922877709,9703.578539823
EU08_S_Wi2015,19632,19631,5358,5357,3551.6523440402,7.39224028,0.8609296943,0.9042309685,0.9975420807,11600.7325740415,10197.7216699801
EU08_S_Wi2016,40444,40444,7740,7740,3364.8631253382,7.4165753049,0.828282923,0.9132428406,0.9974666573,14662.5165308248,12971.6804846939
EU08_S_Wi2017,22030,22030,5111,5111,3087.7566174496,6.955713103,0.8145673528,0.8656552448,0.9945701906,12694.1195430309,11874.3944223108
EU08_S_Wi2017RNA,32997,32997,5052,5052,2515.7672505706,6.4474628891,0.7560754074,0.8233957358,0.9896784329,9699.2322786425,8619.8275862069
EU08_S_Wi2018,24795,24795,5947,5947,3352.6406101147,7.2590063695,0.835266972,0.8942412306,0.9964795526,14406.4475008762,13488.2779661017
EU08_S_Wi2018RNA,32326,32326,5095,5095,2549.962814794,6.4304522188,0.7533318838,0.8198098243,0.9887697093,9846.3481302353,9009.5288562434
EU08_S_Wi2019,46384,46384,8976,8976,3537.0324574803,7.544765024,0.8288846823,0.9233539325,0.9976267951,17678.0765741247,16474.8174352495
EU10_S_Su2017,53307,53307,9471,9471,3467.1974782883,7.4306412761,0.8115606785,0.9116118733,0.9966323955,17464.6152174063,15897.2576985413
EU10_S_Su2018A,16395,16395,4360,4360,3155.5764536837,6.8271558558,0.814674302,0.8473647962,0.9920189482,11771.4207951928,11001.6071428571
EU10_S_Wi2013,22958,22958,6669,6669,4011.4260959933,7.7014056519,0.8746403953,0.9282266521,0.9977749852,14112.0155401554,13322.6339522546
EU10_S_Wi2015,23111,23111,6892,6892,4042.4479979841,7.6491691814,0.8654750248,0.9210755372,0.997569282,15884.6296398405,14231.5882352941
EU10_S_Wi2016,42664,42663,9051,9050,3752.4828745244,7.5728005991,0.8312048849,0.9201265392,0.9968150345,17053.7042671258,15492.9684684685
EU10_S_Wi2017,28950,28950,7523,7523,3763.1730348751,7.5901321085,0.8503663431,0.9219137281,0.9978038414,18959.0349024611,17257.4904013962
EU10_S_Wi2018,24769,24769,6566,6566,3640.3273680103,7.4228489785,0.8444978413,0.9052443747,0.9971117306,16517.4248009222,15087.2310756972
EU10_S_Wi2019,48179,48179,11435,11435,4278.1653817124,8.0668965092,0.8632835779,0.9647921067,0.9987434909,23977.731982926,21838.4872563718
EUR05_S_Wi2013,24898,24898,6658,6658,3733.5561466475,7.4783511825,0.8494675943,0.9092091557,0.9972304094,15568.8848974358,14504.3919694073
EUR05_S_Wi2015,36609,36609,8925,8925,4056.0104671884,7.7659316424,0.8537169639,0.9347584965,0.997778689,16821.218304845,15295.2327923895
EUR05_S_Wi2015RNA,23596,23596,5733,5733,3433.3241428038,7.2221424993,0.8345444086,0.8871011396,0.9962032843,11363.6904578635,10200.5866666667
EUR05_S_Wi2016,31453,31453,7315,7315,3622.8154360346,7.5739953712,0.8512323889,0.9242207609,0.9979335215,15708.7246864974,14644.1127694859
EUR05_S_Wi2016RNA,19945,19945,4849,4849,3223.1876026416,7.1181744621,0.8387616996,0.8811665459,0.9959802141,10097.77595729,9381.6428571429
EUR05_S_Wi2017,16904,16903,5465,5464,3863.9666507576,7.4370732258,0.8641610556,0.9004320648,0.9972275231,14763.3282665567,13695.2043147208
EUR05_S_Wi2017RNA,29538,29538,6577,6577,3445.3006718301,7.2429840045,0.8238776971,0.8892807476,0.9949686865,12595.7176332531,10991.0850144092
EUR05_S_Wi2018,22190,22190,5480,5480,3338.0673967682,7.2758246371,0.8451553767,0.8967943478,0.9971941289,12566.1461849256,11686.3390410959
EUR05_S_Wi2018RNA,18072,18072,4004,4004,2847.7071507292,6.6507055854,0.8017680755,0.8361177145,0.9916630573,7886.8830481973,6835.6599045346
EUR05_S_Wi2019,32727,32725,8020,8018,3903.38913863,7.7770719654,0.8651097829,0.9404410768,0.9984148558,16605.0193105976,15273.7596566524
EUR05_S_Wi2019RNA,24239,24239,5266,5266,3166.2414929898,7.1349638218,0.8326458035,0.8851982391,0.9962328216,10121.3107511754,9188.530876494
EUR10_S_Wi2013,12460,12460,2974,2974,2598.2332873955,6.3768105862,0.7973342319,0.811032119,0.9887872589,7948.4072093789,7461.1102941177
EUR10_S_Wi2015,69222,69222,7178,7178,2734.2257020343,7.093262246,0.7989009058,0.8963378296,0.9958648027,10406.6816480117,9999.6600877193
EUR10_S_Wi2016,33590,33589,5944,5943,3000.1834699462,7.1991662143,0.828429486,0.8991732099,0.996106498,11425.721098385,10741.8013902681
EUR10_S_Wi2017,15606,15606,4437,4437,3371.0747913828,7.2269518449,0.8605835883,0.8896914315,0.9961780063,10873.7248110019,10163.741301059
EUR10_S_Wi2018,20964,20964,5916,5916,3687.3646555223,7.4089849826,0.8530374519,0.9021411334,0.9957629412,14791.7040308918,13638.9234234234
EUR10_S_Wi2019,35873,35873,6605,6605,3491.5341993609,7.5066580713,0.8534577798,0.9201482301,0.9968996601,9507.0871615782,9092.2501797268
I01,53349,53349,6604,6604,3117.0531305622,7.2903492168,0.8288791508,0.9062364759,0.9965945332,8134.7809303414,7885.203246295
I02,73783,73783,7823,7823,3656.4168519748,7.715167184,0.8606044812,0.9403879185,0.9979810628,8201.7907173622,8087.5529953917
I03,82262,82262,5835,5835,2814.8005021186,7.1484094387,0.8243444213,0.9000034544,0.9963444608,6050.9111795704,6011.7068965517
I04.1,82007,82007,7719,7719,3707.881446283,7.7971461785,0.8710493608,0.9487638464,0.9982461119,7920.0549540734,7859.4580152672
I04.2,53300,53300,5787,5787,3444.5312729442,7.6413512286,0.8820299542,0.9382172973,0.9981780104,5946.9193281228,5907.4886363636
I05,104600,104600,9203,9203,3884.2138420614,7.8546733922,0.860570648,0.9503909774,0.9980479653,9427.877598762,9370.3752808989
I06,41795,41795,4160,4160,2777.3828846793,7.0849921948,0.8502054889,0.8935245286,0.9956438945,4276.8222035728,4252.0769230769
I07,57814,57814,6622,6622,3651.804327773,7.71292501,0.8766527767,0.9402592899,0.9981015412,6848.702237263,6796.2870118075
I08,103220,103218,9442,9440,3854.6471538515,7.8277230408,0.8552156458,0.9480065515,0.9979466687,9733.271685231,9644.837403599
I09,137825,137825,10114,10114,3739.2538857091,7.7770878892,0.8433486482,0.9453539464,0.9978469101,10372.8523779131,10294.329787234
I10,113094,113094,9711,9711,3752.3959325207,7.785383953,0.8479873239,0.9459589574,0.9977541277,10071.2811397612,9951.5419803127
I11,62578,62578,6066,6066,3291.7077426461,7.5014227114,0.8611976045,0.9261974159,0.9975192526,6252.8927593582,6194.5099009901
LBI10_S_Wi2013_PS,19330,19330,2532,2532,2245.1247835446,6.9615161282,0.8883150536,0.9021578889,0.9961850068,2614.6056075525,2596.2589928058
LD10_S_Wi2013_PS_A,38771,38771,4887,4887,2972.0039359662,7.1898689334,0.8464311646,0.899071698,0.9951701868,5412.7845008301,5264.8303411131
LD10_S_Wi2013_PS_B,36930,36930,3995,3995,2772.317585537,7.1006665667,0.8562448804,0.8957075085,0.99485812,4134.273897428,4093.2230215827
LL10_S_Wi2013_PS,57817,57816,5653,5652,3023.8564668647,7.2602466215,0.8403119963,0.9059128366,0.9954933486,6049.6153429249,5925.5518134715
LN10_S_Wi2017,45319,45315,6400,6396,2932.7767340778,7.1065849036,0.8108787892,0.8901362154,0.9957487306,10043.1280938764,9509.782396088
LN20_S_Wi2013_PS,73939,73939,6143,6143,2958.3834636673,7.1877917889,0.8239980906,0.8993285301,0.9952418678,6488.3619899406,6392.8990342406
LN20_S_Wi2017,41026,41025,7113,7112,3264.7443350855,7.3366297916,0.827158399,0.9067713706,0.9965300691,12356.018129142,11564.5368975904
LO10_S_Wi2013_PS,19795,19795,2746,2746,2294.6644185877,6.7651533043,0.8544125088,0.8742380992,0.9950296832,2952.9693063349,2888.117274168
LOI10_S_Wi2013_PS,75261,75261,6145,6145,2678.048729052,6.8348390559,0.7835068597,0.865953932,0.9929072482,6751.0671388411,6594.9305019305
LOK10_S_Wi2013,94367,94363,8973,8969,2893.5495557735,7.1236590117,0.7826497809,0.8937823308,0.9951467283,13138.1569131153,12707.8378870674
LOK10_S_Wi2013RNA,47234,47231,7041,7038,3168.0632633355,7.3159636512,0.8257756219,0.907589188,0.9964646282,10838.3040638263,10377.4590163934
LRF10_S_Wi2013_PS,26132,26132,3070,3070,2483.745117111,7.0883289089,0.8827932246,0.9067231481,0.9968581427,3175.3454506895,3161.0308370044
LRF20_S_Wi2013_PS,72323,72323,6588,6588,2894.5709327672,7.0099848489,0.7972228807,0.8794810599,0.9931467405,7179.632571782,6958.0031113877
LU10_S_Wi2013_PS,44835,44835,6028,6028,3381.7416462194,7.4238813074,0.8529108266,0.9135795965,0.9960653852,6601.4849325001,6438.2129360465
LUR20_S_Wi2013_PS,42785,42785,4855,4855,2727.4405185941,6.9220044851,0.815527408,0.8749716145,0.9944710603,5476.8666853243,5305.5184210526
LUR20_S_Wi2017,53580,53578,6925,6923,2752.984170401,6.7977848595,0.7687285829,0.8582584063,0.993084494,11636.8699915438,10952.6044546851
PB01_S_Su2017,18429,18428,4946,4945,3475.5543051485,7.3024807526,0.8584756216,0.895624267,0.9965044259,9615.7623459982,8944.0355220668
PB02_S_Su2017,28310,28310,3566,3566,2050.2261114797,5.8911242813,0.720256801,0.7725349984,0.9829360909,5886.5198835453,5426.1880108992
PB03_S_Su2017,25043,25043,6314,6314,3582.9346009486,7.4817214226,0.855002609,0.9141958202,0.9978815896,13833.4553597308,12520.6751824818
PB04_S_Su2017,26130,26130,6104,6104,3341.206744557,7.280238124,0.8352058096,0.8972343821,0.9968993093,14339.2488319593,13769.8184855234
