"","ienv.cp","zenv.cp","freq","maxgrp","IndVal","obsiv.prob","zscore","5%","10%","50%","90%","95%","purity","reliability","z.median","filter"
"MidBa8",1.0705,3.0585,168,2,66.05,0.01,5.89,1.8378,2.545,2.7675,3.62040000000001,5.667225,0.98,1,6.34796558788049,2
"Desulfuromonadaceae",1.0705,5.7745,171,1,70.68,0.01,3.19,1.8505,1.98035,3.511,5.7745,5.8115,0.39,0.98,4.16380371105369,0
"Sva1033",1.9805,1.8505,172,2,90.33,0.01,6.74,1.55335,1.61925,1.9805,2.88715,3.11195,1,1,7.62735155693758,2
"MA-28-I98C",2.53,3.621,91,2,41.98,0.01,3.54,2.253025,2.42515,3.2845,4.994,5.03475,0.99,1,4.90322609728272,2
"Desulfobacteraceae",1.0705,1.8505,172,2,75.38,0.01,5.18,1.633,1.852,2.994,3.3835,3.512175,1,1,6.93507866979366,2
"Desulfobulbaceae",1.0705,3.429,172,2,63.88,0.01,6.65,1.852,2.6719,3.16825,3.43885,3.483675,1,1,7.15837859055789,2
"Desulfarculaceae",1.0705,2.8865,161,2,65.58,0.07,1.8,2.4923,2.77925,3.131,4.7935,4.959,0.65,0.86,2.85097710300566,0
"Syntrophaceae",1.6775,1.6775,147,2,84.98,0.02,3.6,1.488975,1.6015,2.888,3.3823,4.15115,0.99,0.99,4.34377295323965,2
"Syntrophobacteraceae",4.5905,4.0875,168,1,70.66,0.01,4.33,3.277,3.295,3.79,4.628,4.77,1,1,5.30575888893999,1
"Oligoflexaceae",1.0705,3.742,147,1,60.13,0.01,5.82,3.136075,3.18285,3.784,4.2445,4.330375,0.99,0.99,6.37427258013917,1
"0319-6G20",1.4475,2.705,169,2,69.04,0.01,8.69,1.675275,1.7995,2.705,2.9191,2.97715,1,1,8.39687880455334,2
"Ca. Tenderia family incertae sedis",1.2625,5.1345,98,1,60.68,0.01,5.9,2.53,2.705,4.9,5.1351,5.191,1,1,6.89920558195221,1
"Ruminococcaceae",1.0705,1.9805,170,2,92.27,0.01,6.42,1.719775,1.8505,2.975,4.1806,4.4314,1,1,7.1332919951786,2
"Lachnospiraceae",1.4475,3.337,171,2,67.86,0.01,4.26,1.6205,1.6775,2.0285,3.65055,4.1751,1,1,5.22178249957781,2
"Clostridiales vadinBB60 group",1.4905,3.326,110,2,55.1,0.01,6.88,3.215075,3.27215,3.42475,4.3321,4.557,1,1,7.88240021827215,2
"Christensenellaceae",1.9805,3.314,144,2,61.36,0.01,4.5,1.851925,1.979,2.97925,3.411,3.4205,1,1,5.71512254894856,2
"Peptostreptococcaceae",5.6715,2.994,148,1,54.7,0.08,1.7,1.436,1.56245,3.0585,5.3645,5.667,0.79,0.81,3.20768345783968,0
"Family XI (Clostridiales)",1.6775,3.301,79,2,41.11,0.01,3.61,1.6775,1.84605,3.2615,3.59905,4.805,0.99,0.99,4.32048647197447,2
"Peptococcaceae",5.7175,5.6715,115,2,73.25,0.01,5.53,2.026175,2.72275,3.354,5.72895,5.76055,1,1,6.15061106207507,2
"Syntrophomonadaceae",3.3195,3.3195,50,2,30.41,0.11,1.46,3,3.1023,3.4025,4.3366,4.396075,0.85,0.62,2.00052595537612,0
"Defluviitaleaceae",1.6775,3.337,124,2,57.61,0.01,5.48,1.6205,1.6775,3.315,3.658,3.70115,0.98,1,5.53417398504068,2
