	otu_preds	taxa_preds
EU10_S_Su2018A	4.254	2.646
EU10_S_Wi2013	2.417	1.7988223406
EU10_S_Wi2015	1.552	1.194
EU10_S_Wi2016	0.98	3.62
EU10_S_Wi2017	1.454	0.999
EU10_S_Wi2018	2.249099518	1.246
EU10_S_Wi2019	1.53	0.999
EUR05_S_Wi2013	2.913	2.046
EUR05_S_Wi2015	2.913	0.834
EUR05_S_Wi2016	2.079	1.106
EUR05_S_Wi2017	1.354	1.354
EUR05_S_Wi2018	1.7162495811	2.1871374883
EUR05_S_Wi2019	0.379	2.511
EUR10_S_Wi2013	0.267	1.278
EUR10_S_Wi2015	1.312	1.312
EUR10_S_Wi2016	0.304	1.238
EUR10_S_Wi2017	0.985	1.4464371238
EUR10_S_Wi2018	0.985	1.312
EUR10_S_Wi2019	0.386946728	1.312
